sample_id	Pb_2hr.dat	Pb_4hr.dat	Pb_6hr.dat	Pb_8hr.dat	Pb_10hr.dat	Pb_12hr.dat	Pb_14hr.dat	Pb_16hr.dat	Pb_18hr.dat	Pb_20hr.dat	Pb_22hr.dat	Pb_24hr.dat
PBANKA_0307100	-0.350762988	-0.116583084	-0.094857638	-0.187228652	0.003444034	-0.234303399	0.470964013	0.73236504	0.403346657	0.590175138	-0.121047535	-0.232252851
PBANKA_1039400	0.290651671	0.470066057	0.241100527	0.194933512	0.190628381	-0.251666196	-0.170005248	-0.690342133	-0.966997443	-1.247373106	-0.136116211	-0.236245422
PBANKA_1142400	-1.413937176	-1.599819344	-0.688133932	-0.351777938	0.306904167	0.173682427	0.727557674	0.49783177	0.477051311	0.078971442	-0.764821657	-0.470032465
PBANKA_1105600	-0.063704355	-0.010146661	-0.082700415	0.223713839	-0.04159482	0.544466067	0.13435253	-0.055230738	0.234312734	-0.130311242	0.324980093	-0.299363027
PBANKA_1146761	-0.888945464	-1.016938496	-1.266420061	-1.010342449	-0.102246384	-0.578617693	0.26232642	0.321743099	-0.159885434	0.114880374	0.066728594	-0.661094862
PBANKA_0505600	0.149921232	0.506097856	0.202573265	0.283079827	0.256594913	0.510709948	0.026364662	0.060181242	-0.079657374	-0.225239512	-0.404791266	-0.240025996
PBANKA_1316100	-0.131006358	0.107689343	-0.140767719	0.02650563	-0.025769778	0.008717695	-0.146610491	-0.451452973	-0.278384506	0.008277394	0.628542219	0.631841134
PBANKA_1116400	0.369922894	0.593938892	0.181699639	0.319665578	-0.027258449	0.310884446	0.186859281	0.1679961	0.315249097	-0.032744227	-0.075375316	0.275992229
PBANKA_1322200	-0.139601703	-0.376153022	-0.281608898	0.06797179	-0.1977686	0.212975654	0.289277294	0.724800694	0.172341812	0.512140147	0.103586507	-0.402139337
PBANKA_1226100	0.2989686	0.310146878	0.186067329	0.153307701	0.174159477	0.006145434	0.10247822	-0.135439222	-0.070488553	-0.371960517	-0.437208707	-0.579088241
PBANKA_0715600	-0.12638172	0.041042484	0.07767432	0.069506944	0.28103573	0.332056852	-0.005793179	-0.236614933	-0.550981838	-0.857904302	-0.935026662	-1.236803727
PBANKA_0614000	-0.255119486	0.311304497	-0.090017949	0.37608185	0.16634084	0.325391689	0.102100846	-0.0438015	-0.419477758	-0.217921857	-1.188515916	-0.809682503
PBANKA_0103000	-0.044204051	-0.39644204	0.273335617	0.501074622	0.689382159	0.757953996	0.559875527	0.208116438	0.189046996	-0.43056261	-0.383379054	-1.081204919
PBANKA_1006100	-0.959630101	-0.765513427	-0.752690988	-0.275986123	0.06586313	0.223292434	0.636891129	0.365890057	0.642331366	0.31639268	-0.202982372	-0.719781547
PBANKA_1405200	-0.298367353	0.180421678	-0.140793496	0.026497697	0.476466761	0.024173334	-0.049841537	0.009610297	-0.290098036	0.089734159	-0.382489647	-0.298772209
PBANKA_1216800	-0.094153077	-0.167073882	-0.513505263	-0.172609739	-0.004487945	0.017857126	0.080161069	0.108044511	0.218015472	0.427708621	-0.144802413	-0.507006231
PBANKA_1205300	-0.651121248	-0.602299714	-0.442057579	0.119356115	0.050617743	0.454280904	0.31720962	0.618119623	0.486764511	0.325392883	0.583753883	0.717909726
PBANKA_1315500	0.118387679	0.627391505	-0.023168958	0.050434371	0.108642457	0.213573896	0.161340725	0.082562596	-0.150116365	0.149910496	-0.389132516	-0.353297275
PBANKA_0916100	-0.800085021	-0.494665206	0.067831648	0.201701185	0.433417997	0.566988415	0.395487845	0.240561452	0.185912579	-0.279220894	-0.845559618	-0.085670022
PBANKA_1303200	-0.054286132	-0.143064023	-0.381191203	-0.22456727	0.020888461	0.266937814	-0.282071924	0.061666352	-0.037814357	0.006484947	0.159153672	0.14878345
PBANKA_1145500	-0.043025346	0.260267485	0.031039996	0.206668592	0.174187986	-0.899668583	-0.329222098	-0.245782179	-0.240660112	-0.141662685	0.195139443	0.692285852
PBANKA_1459700	-0.106013263	-0.305730686	-0.275301061	-0.811458117	0.374530155	0.078888209	-0.632116669	-0.542951456	-0.423758802	-0.457841332	-0.515606743	0.027567064
PBANKA_0105400	0.153561239	0.629550215	0.151442825	0.142711937	-0.066465357	0.300062928	-0.123126426	-0.310684687	-0.736266155	-0.328186992	-0.593092032	-1.064644762
PBANKA_0702800	-0.738135746	-0.246850029	-0.300654366	0.18970063	0.411083948	-0.080566747	0.614678952	0.35027969	0.003552882	-0.335670466	-0.917009335	-0.673406148
PBANKA_0602700	0.072634965	-0.071187747	0.269046077	0.367738554	0.555368626	0.326123881	0.197021168	-0.223978322	-0.760703701	-1.387471279	-1.802279	-2.06415639
PBANKA_1001400	0.240228917	0.30705637	-0.091791185	-0.02358017	0.118381726	-0.13903298	-0.145344341	-0.375227461	-0.397462193	-0.283931006	-0.243055021	-0.717272279
PBANKA_1221600	0.046749126	0.693464016	-0.016736036	-0.078211827	-0.092005917	0.201302011	0.139752571	-0.033446462	-0.48390989	0.174148332	0.387560459	0.629874857
PBANKA_0309800	0.097831378	-0.300340721	0.4009478	0.100499607	-0.071985725	0.099880554	0.225295969	-0.02788313	-0.580833635	-0.578653976	-0.892160498	-0.615328878
PBANKA_1335400	0.393946598	0.273294623	0.058379658	-0.221464202	0.083842294	0.060793927	0.164286699	0.149526455	-0.141913144	0.190282968	-0.089249975	-0.481979906
PBANKA_1415600	-0.49977388	-0.481982513	-0.297646752	-0.007662352	0.314361286	0.214922184	0.306169707	0.310029485	0.216754452	0.172452632	0.173072529	-0.095649493
PBANKA_0211900	0.074744597	0.221012526	0.032280169	-0.414592145	-0.089197308	0.320762809	0.337668221	0.430183308	0.070317644	0.17253914	-0.404829918	0.012805043
PBANKA_1133700	0.107038312	0.206503614	-0.241124802	0.503045605	0.004634807	0.244914017	-0.021798708	-0.460356204	-0.180433169	-0.160577249	-0.355565801	-0.585715015
PBANKA_1233100	-0.040776301	-0.118161457	0.300748674	0.517644396	0.46586701	0.828136831	0.383699962	-0.18631062	-0.391519176	-0.680255393	-1.431066072	-1.310340522
PBANKA_0613000	0.380790408	-0.166573709	0.378985592	0.311657286	0.170918051	0.120273516	-0.058604778	0.31975653	0.060312019	0.312834704	-0.103783956	-0.538233421
PBANKA_1459900	-0.1581418	0.195939485	-0.056604553	0.657367305	0.236063509	0.497534884	0.364539929	0.116474772	0.048109637	-0.23227698	-0.839650877	-0.414514915
PBANKA_1442100	-0.481887966	-0.285557705	-0.218296304	0.034891559	0.091719645	-0.002104133	0.322729727	0.452338711	0.379577115	0.148101708	-0.118482649	-0.489472189
PBANKA_1332400	-0.373740333	-0.192885101	-0.390122022	-0.094238712	0.225852197	0.479590873	0.653386754	0.493450567	0.048951221	0.104481668	-0.803221213	-0.676697822
PBANKA_1108300	0.556215165	-0.015988056	-0.024053331	-0.276810873	-0.269763764	-0.302993639	-0.038670277	0.373600784	-0.199969121	-0.104320597	-0.132612625	-0.798518587
PBANKA_0826000	0.168225513	0.082740961	0.16382396	-0.091318683	0.164437594	-0.176116897	0.049220641	0.165179983	0.423805259	0.114068044	0.399710512	0.324462966
PBANKA_1104400	0.161680168	-0.009301667	0.318456641	-0.269885792	-0.032605025	0.661746675	0.127860626	0.271257879	0.635601823	0.033581511	-0.265304299	-0.079788995
PBANKA_1443500	0.11804824	0.455494751	0.205925818	0.089860677	0.360231109	0.339031622	0.214992077	0.448866445	0.315313413	0.195950728	-0.643868006	-0.529201004
PBANKA_1031800	-0.583907276	0.748402363	-0.039264763	0.334985438	-0.082903041	0.481402329	0.188354852	-0.172907259	-0.450760447	-0.182256795	-0.388721011	-0.322339465
PBANKA_0414100	-0.534239115	-0.219624968	-0.540852793	-0.375455824	-0.145211627	-0.7084303	-0.174572701	-0.167898634	-0.418840551	-0.173591478	-0.197153088	0.00335609
PBANKA_0210400	-0.618888944	-0.722170062	-0.606787434	-0.544334958	-0.083254504	-0.098909562	0.229413521	0.272535627	0.125201353	0.387756359	0.177926111	-0.448109943
PBANKA_0911200	-0.385602733	-0.617542323	-0.440906882	-0.209076377	-0.101997084	0.388701001	0.808792761	0.115584833	-0.098931765	-0.311753531	-0.668961751	-0.846262689
PBANKA_0202000	0.706408164	0.157271872	0.267848156	0.754106746	0.11608612	0.297797436	-0.072863013	-0.255020874	-0.560256968	-0.818996944	-0.616374462	-0.652482182
PBANKA_1206900	-1.305955942	-0.42602016	-0.760827155	-0.419268975	0.288447102	-0.162301672	-0.39227419	-0.43107303	-0.328155514	-0.337799245	0.140572059	0.047518167
PBANKA_1359000	-0.817515252	0.542651351	-0.12479317	-0.354702465	0.292785222	0.016348221	-0.09902718	-0.386490465	-0.347758483	-0.307495072	-0.290308953	-0.459090191
PBANKA_1027300	-0.26288246	0.338241383	-0.005246127	0.156356061	-0.161949097	0.537625625	0.094696195	0.115265493	0.347233346	0.068309713	0.105062989	0.225260582
PBANKA_0315800	-0.877199011	-0.831166064	-0.57192481	0.060194384	0.020237777	0.585861318	0.668895913	0.493547648	0.406772416	-0.096854639	-0.952557547	-0.713384302
PBANKA_0412300	-0.205378597	0.206771225	-0.363477174	-0.078651141	-0.028614726	0.056662397	0.257155927	0.263720085	0.263654014	0.402215624	0.361214961	0.141446313
PBANKA_0502600	-0.092153737	-0.051442847	-0.239762978	-0.226891347	0.162376204	0.214671453	0.415626681	0.473694871	-0.015810131	-0.02629624	-0.812146549	-1.230460228
PBANKA_1431600	-0.190623121	0.183279547	-0.097291372	-0.242162876	0.152322323	0.04144413	0.088121239	0.307075644	-0.092856921	-0.032064415	-0.425397877	-0.416750874
PBANKA_1340500	-0.310245677	-0.669892619	-0.095468749	-0.731036183	0.031251306	0.512358954	0.569784299	0.787169279	0.421746897	0.912532535	-0.646590521	-0.533109906
PBANKA_1034800	-0.254667921	0.703826732	0.011605536	0.31221592	-0.279734251	0.371525236	0.450332004	0.651123064	0.094547705	0.168092213	0.108337942	-0.16851011
PBANKA_1336900	-0.485975591	-0.334007561	-0.638131222	-0.235115928	-0.31588745	0.100630234	0.334957045	0.783630997	0.874284568	0.778097154	0.435521973	0.428146774
PBANKA_1336400	-0.438091144	-0.274619728	-0.422110713	0.162874197	-0.068472892	0.309662275	0.554987723	0.618919891	0.526076457	0.494822385	0.278087199	-0.865929702
PBANKA_0303500	-0.216590742	-0.647577962	-0.49700244	0.331274063	0.149172345	0.40976602	0.391629786	0.762706654	0.432009772	0.059236176	-0.279410182	-0.056033195
PBANKA_1218500	-0.396783937	0.010943397	-0.17174382	0.160934972	-0.039152852	0.336825109	-0.043112249	0.137531341	0.502009487	-0.336623819	-0.406610038	-0.423365856
PBANKA_0705800	0.117092026	-0.034533507	0.024836947	-0.198791078	0.176590402	0.08667843	-0.101280415	0.029065105	-0.144476491	-0.227302618	-0.373706989	-0.171665573
PBANKA_0107000	-0.838568845	-0.463539974	-0.257469066	0.123324547	0.310689934	0.391336879	0.639610603	0.376728259	0.423077831	-0.425108369	-0.607372352	-0.835436445
PBANKA_0102800	0.159312078	0.341457416	0.328086775	0.265821129	0.265536868	0.386137061	-0.273394145	0.344986687	0.050681483	-0.034493022	-0.173451557	-0.446998281
PBANKA_1331100	-1.013078924	0.067988783	-0.44936817	-0.086318991	0.016761787	0.21326494	0.503352299	0.320755067	-0.04000762	-0.03785293	-0.332138249	-0.34276786
PBANKA_1438200	0.309000594	0.036451595	0.166611309	0.519557469	0.3145901	0.597501127	0.178651579	0.455948817	0.459164968	0.19135762	-0.709814602	-0.686874877
PBANKA_0610200	-1.120295439	-0.303097309	-0.893744408	-0.048279763	-0.172400653	0.382546399	0.016783917	0.119527521	-0.295170971	-0.018172875	0.720008559	-0.200782487
PBANKA_0210700	0.271061433	0.568597827	0.114567399	-0.061270052	0.212199629	0.305814686	0.095336163	0.157375035	0.099446679	0.09024249	0.193624498	-0.351417119
PBANKA_1310200	0.005337908	0.397903034	-0.335060059	0.167984398	0.168007123	0.149779832	0.187433304	0.309520915	0.212843225	0.270394282	-0.452904436	0.032536576
PBANKA_0209100	-0.352027386	-0.984165071	-0.493753269	-0.526925111	-0.211906473	0.300410826	0.662654604	0.904277607	0.783958376	0.721955099	0.516155774	-0.545848719
PBANKA_0210500	0.335333293	-0.099263849	0.132757898	0.54153403	0.54769934	-0.453021092	0.007819236	0.102147176	0.061325338	-0.073479796	-0.198501533	-0.442818395
PBANKA_0404700	-0.590181757	-0.306821588	0.044869576	0.366357505	0.446219736	0.429321786	0.120370199	0.01490058	-0.328423419	-0.898355981	-1.179629805	-1.278244178
PBANKA_0810800	-0.628031524	-0.014694978	-0.471202583	0.130552313	-0.078369478	0.5230486	0.3566406	0.07883607	0.306225913	0.446202697	0.206229897	0.093995404
PBANKA_1140200	-0.017542792	0.244429292	-0.485315347	-0.719796134	-0.120030576	0.144790485	-0.117882575	-0.171760605	-0.155598236	0.134137437	0.220527511	0.436284321
PBANKA_1217700	-0.573177608	-0.223620057	-0.054727984	-0.484256368	0.333645128	-0.134243403	-0.453390733	-0.380911429	-0.622544925	-0.552940707	-0.080731857	-0.376511228
PBANKA_1349900	0.263342648	0.009681418	-0.025992052	0.269634238	0.063471366	0.460013081	0.302666598	0.07674999	-0.203267372	-0.319274052	-0.68140098	-0.629987664
PBANKA_1137800	-0.453908029	0.502720948	0.448078774	0.541746938	-0.139893013	0.342424402	-0.090385443	-0.040241325	-0.318373712	0.018396332	0.020535681	-0.593060947
PBANKA_1015800	-0.627774422	-0.292975138	-0.247432653	-0.430258127	-0.006793949	-0.616069233	-0.0674542	0.603073095	-0.317999402	0.42071707	-0.453428475	-1.092919787
PBANKA_1438000	-0.658570412	-0.43044636	-1.102476639	-0.512872914	-0.436402062	-0.156637343	0.172154564	0.250890764	-0.307695164	0.280627135	-0.007465074	-0.118225369
PBANKA_1104500	-1.23992261	-0.783556846	-0.866335363	-0.250002075	-0.059167647	0.223766626	0.470246859	0.446639432	0.668299277	0.522826003	0.030471645	0.295686662
PBANKA_1024200	-0.961502306	-1.212573489	-0.850740846	-0.292780786	-0.240402103	0.278774822	0.474258578	0.857009534	0.888749651	1.155314181	-0.083700562	-0.979931833
PBANKA_1342000	-0.27986919	-1.305159188	-0.236860524	-0.069550129	0.336030961	0.543416834	0.006173626	0.439290519	0.333759604	0.008277394	-0.612480541	-1.288007194
PBANKA_1117500	0.472984867	0.720159961	0.370591077	-0.019353229	-0.060129614	-0.607288293	-0.442421709	-0.678013763	-0.884965584	-0.968762521	0.129753298	-0.185338059
PBANKA_1442200	-0.796772581	0.420781005	-0.59296013	-0.79999394	0.047857325	-0.642212529	-0.297982309	-0.158139829	-0.064435165	0.117550065	0.06169857	-0.517504747
PBANKA_1343200	-0.646588937	0.000776905	-0.885960442	-0.668347392	-0.407700701	-0.358934713	0.060601554	0.639933418	0.527571641	0.995337985	0.359746264	0.236624166
PBANKA_0303400	-0.63259942	-0.40060654	-0.08720025	-0.030673454	-0.065487797	0.499280676	0.617548651	0.303837036	0.27470833	-0.220030243	-0.93707654	-1.020928948
PBANKA_1403500	-0.445302855	-0.462205378	-0.426401821	-0.2580633	-0.11861371	0.433897631	0.502627125	0.521113004	0.211395921	0.096403374	-0.345869405	-0.705603309
PBANKA_1356300	-1.160991194	-0.738232259	-0.772982779	-0.335113624	0.059389845	0.145252381	0.413182165	0.996346311	0.336990998	0.717134366	-0.308548079	-0.981254302
PBANKA_0915200	-0.563209708	-0.467306614	-0.699682962	0.229123817	-0.029027529	0.653047261	0.602752004	0.942819321	0.179824913	0.782816267	-0.488644272	-0.71554214
PBANKA_0836300	-0.435139068	0.071054979	0.097327718	0.115336532	0.184613327	0.14017347	0.100392187	-0.343797069	-0.299196675	-0.235103539	-0.526289252	-0.605341449
PBANKA_0509300	-0.271686251	-0.867249	-0.30495066	0.20039507	-0.029295481	0.055919069	-0.291330096	-0.369424898	-0.20825558	-0.321958389	-0.211578169	-0.692915152
PBANKA_1206300	-0.367281519	0.128898957	-0.319044687	-0.352946294	-0.214699653	0.007334421	-0.313956299	-0.082227503	-0.11012396	0.26603043	0.816953756	0.583406497
PBANKA_0416300	-0.719218773	-0.321419937	-0.78836565	-0.383023639	0.149015458	-0.153141039	-0.201923445	-0.369794192	-0.281118506	-0.236156996	-0.348661418	-0.317872257
PBANKA_0920900	-0.462333412	-0.242100344	-0.463147151	0.240842147	0.188506231	0.406563836	0.232630863	0.213931795	0.120896749	-0.008315857	-0.726602089	-0.880398648
PBANKA_0416000	-1.204129502	-0.626710718	-0.514706323	-0.18332426	0.148742254	-0.267630341	0.640943831	0.563700713	0.115030935	0.201208053	-0.3454551	-0.825279627
PBANKA_1230100	0.3033188	0.195307329	0.348247456	0.452672898	0.199406381	0.561741232	0.310223911	0.269204115	0.13821411	-0.016762736	-0.100048263	-0.221208141
PBANKA_1127000	-0.504198766	-0.161624159	-0.437656853	-0.559675833	-0.264573205	0.03687304	-0.052835895	0.076979078	0.046628417	0.608852729	0.587605626	1.430803198
PBANKA_1426200	0.124974798	0.57961925	-0.094399271	-0.520606407	-0.079063244	-0.475118859	-0.888526314	-0.812074169	-0.467456757	0.266528209	0.909599128	1.015896792
PBANKA_1337800	-0.719500014	0.146304797	-0.442991775	-0.352667965	-0.142417314	-0.208319579	0.31430535	0.28331284	0.301476345	0.051194379	-0.715024483	-1.22760796
PBANKA_0515600	-0.691470371	-0.511339005	-0.335038232	-0.390884701	0.037075265	0.173356832	0.428505556	0.436033122	0.187839838	0.198690954	-0.200988658	-0.486928911
PBANKA_1351700	-0.485905313	-0.045567718	-0.330176049	0.284667802	0.24283577	0.428759623	0.304169476	0.728935016	0.270484517	0.44797095	-0.272677107	-0.446788531
PBANKA_0925600	-1.113747108	-0.827790455	-1.051118	-0.527131793	-0.263396446	0.076375336	0.582638698	0.710291914	0.574374657	0.66658572	-0.442208938	-0.115279422
PBANKA_0405800	-0.726273828	-0.842467441	-0.394414076	0.181502853	0.039941358	0.371321027	0.366454477	0.318536531	0.399291302	0.170792647	-0.435960201	-0.684275272
PBANKA_1347200	0.262910447	0.161151561	-0.03844122	-0.08335179	0.108583895	0.333563786	0.082312503	0.30761752	0.095615232	-0.037821589	-0.319356232	-0.051181284
PBANKA_0939600	0.339095232	1.0046573	0.155601882	-0.401402179	-0.181372343	-0.319020967	-0.741149907	-0.284874156	-0.17769517	0.292875097	0.915731805	0.803980724
PBANKA_0410400	-1.544366649	-0.771092532	-1.51527515	-0.671863754	-0.563178232	-0.068092176	0.544173803	0.621560531	0.829015826	0.846947045	0.151061901	-0.051227416
PBANKA_1209700	-0.756839189	-0.821987729	-0.589095481	-0.018741446	-0.347696265	0.398655866	0.868243399	0.878490646	0.930383008	0.643069087	0.055271712	-0.167787211
PBANKA_0942700	-0.438976191	0.240526719	-0.41169691	-0.274273102	-0.194761247	-0.54760466	-0.272183659	0.65163905	0.337089082	0.688012108	0.756132927	-0.535626921
PBANKA_0827800	-0.771385783	-1.322481885	-0.207784691	0.431351723	0.070028987	0.437146724	0.411786466	0.318428694	0.529293088	0.181977024	-0.414504871	-0.829429454
PBANKA_0107600	0.032774178	0.237587051	-0.034409031	-0.000123861	-0.24658225	0.424494302	0.171033594	0.518736153	0.00309012	0.347290522	-0.019860256	0.176603014
PBANKA_0304400	-1.026739075	-0.448965949	-1.08776114	-0.439664425	-0.356753145	0.54216586	0.492717403	0.568908651	0.270954478	0.536877673	0.052975737	-0.250997283
PBANKA_0815900	-0.211151991	0.025969244	-0.00813467	0.191481933	-0.022277516	0.359106755	0.49406502	0.496377045	0.617483424	0.446961648	-0.139254632	-0.615803091
PBANKA_1123500	-0.799834547	0.243458717	-0.978007556	-1.290107431	-0.87430233	-1.122226499	-0.773023831	-0.568277149	-0.878902993	-0.414931713	0.602568996	0.581900054
PBANKA_1437300	-0.492715696	-0.340720441	-0.291094347	0.1093472	0.363815206	0.04930989	0.161796603	-0.05872382	-0.735665959	-0.806197257	-1.549561661	-1.990523113
PBANKA_0210100	-1.05005314	-0.327276912	-0.90821714	-0.095109904	-0.23679619	0.020307967	0.39866997	0.83108057	1.124355293	0.851817036	0.487334781	0.129709987
PBANKA_1321600	-0.336316932	0.273230334	-0.023526418	0.268353103	0.15277688	0.191272794	-0.3810104	0.155608142	-0.802536278	-0.32072892	-0.738650657	-0.506172898
PBANKA_1234500	-0.121493322	0.199408651	-0.250643311	-0.200117779	-0.186042321	0.125316578	0.119454156	0.299268664	0.320229914	0.243134298	-0.211406097	0.199133205
PBANKA_0712600	-0.719969357	-0.987584581	-0.182242383	0.175123679	0.395481852	0.656539982	0.746685006	0.362564089	-0.38517271	-0.595230707	-2.195959317	-2.07275563
PBANKA_0821600	-0.08969585	-0.029865093	0.235678215	0.339485198	0.085573289	0.721991383	0.181322917	0.218679598	0.470713388	0.007284417	-0.312236372	0.068461027
PBANKA_1443300	-2.039311344	-2.077980893	-2.537354594	-0.999207118	-0.499270091	0.50473106	1.297376735	1.056650111	0.923599701	0.946433466	-1.284209141	-1.706579918
PBANKA_1323400	-0.264091813	-0.019566117	-0.084041717	-0.035719588	0.036084905	0.335514338	-0.008689499	-0.004131617	-0.038103208	-0.448728768	-0.337461532	-0.372959844
PBANKA_1439400	-1.092856406	-0.710186248	-0.555212185	-0.070192025	0.038079001	-0.207595145	0.479398572	0.588333876	0.472882921	0.086511213	-0.445563136	-0.2476997
PBANKA_0208200	-0.396912885	0.025284889	0.076172765	0.486813564	0.113583729	0.455352985	0.197318002	0.172174786	0.189500931	-0.167065722	-0.497552416	-0.874575479
PBANKA_1345300	0.008599241	-0.256961232	0.502924425	0.506887516	0.223822806	0.346362577	-0.075152274	0.040747836	-0.101945225	-0.481468743	-0.446004834	-0.894560133
PBANKA_1321200	0.067720575	-0.14795958	-0.172687695	-0.239293128	-0.319178932	-0.524732854	-0.213144395	-0.11011796	-0.100429414	-0.288880345	-0.311349246	-0.074591835
PBANKA_1454600	-0.312792622	0.153742266	-0.066006111	-0.001229086	0.09323477	0.209435925	0.12924043	0.099302566	0.19765695	0.524246391	-0.017132697	-0.418328246
PBANKA_0404800	-0.973665583	-0.692771466	-0.298220745	-0.178033427	0.07942709	0.592590695	0.619142214	0.595563603	0.348681125	0.305811734	-1.077595152	-0.548619363
PBANKA_0717900	0.158357049	0.466634856	0.430006799	0.404108653	0.182178671	0.679005677	-0.329183882	-0.495540711	-0.261125852	-0.337301786	-0.226611808	-0.114539243
PBANKA_1241800	-0.873938777	-0.293249986	-0.720472971	-0.160908175	-0.038916257	0.050636395	0.52943213	0.62501348	0.44201803	0.531911628	0.208243173	-0.029640717
PBANKA_0901200	-0.388111141	-0.396844961	0.097990646	0.265052725	0.372037756	0.769181005	0.369982004	0.062445128	-0.040606328	-0.496176422	-0.765844293	-0.263773346
PBANKA_0811400	0.047525278	0.399893008	-0.325958548	-0.04553961	-0.236460673	-0.144569194	-0.476614373	-0.064894479	0.28050702	0.769633153	1.560271854	1.346870376
PBANKA_1320700	-0.151253511	-0.07291537	-0.506360699	0.001127808	0.37283595	0.357851361	0.429931766	0.060576834	0.121891075	0.093193618	-0.518331182	-0.878315412
PBANKA_0935500	-0.70275903	-0.145313253	-0.330724918	-0.07065165	-0.07872134	0.342266659	0.204181066	0.544311428	0.476353943	0.832356057	0.051155454	-0.420080464
PBANKA_0605600	-0.145872336	-0.263342708	-0.162552314	-0.147591115	0.039153029	-0.265757061	0.086015306	0.432148447	0.779393678	0.842923252	0.081529689	-0.335330829
PBANKA_0815800	-0.483052703	-0.358924303	-0.456665601	-0.120115116	-0.043816331	0.309428944	0.255619627	-0.17076987	0.586437842	0.185180263	0.122011772	0.261115142
PBANKA_0705600	-0.048510939	-0.437653187	-0.312295655	-0.293566412	0.098463548	0.321788222	0.071966352	0.14814778	0.482936059	0.600717892	0.075703782	-0.103073116
PBANKA_1303900	-0.05896476	-0.892433225	0.088331089	0.446242567	0.336684284	0.647312577	0.496351152	0.743006033	0.758779307	1.225791164	-0.272919601	0.615893222
PBANKA_1354100	-1.141740893	-1.09548501	-0.47917145	-0.026780592	-0.342910437	0.028278829	0.452000146	0.403164846	0.50998578	0.689322335	0.384696625	-0.354281114
PBANKA_1400600	-1.674776533	-0.676113488	-1.034874532	-0.94135922	-0.227627019	0.004704995	0.436928423	0.602782178	0.153172769	0.253687054	-0.155382388	-0.817200572
PBANKA_0607400	-0.628270036	1.276849682	-0.068378496	0.233847699	0.356479289	-0.474725748	-0.083853784	0.137702642	-0.129330897	0.343218547	-0.017070331	0.421325761
PBANKA_0907200	-0.930812047	-0.675706823	-0.807427754	-0.308715257	-0.269378901	0.251864808	0.665906584	0.746231023	0.5912743	0.987586581	-0.302857542	-0.233601477
PBANKA_1454200	-0.330274291	-0.105071618	-0.275648525	-0.029659584	-0.054764869	-0.321518456	0.249942515	0.586201705	0.363550078	0.724020811	0.178511775	-0.311120976
PBANKA_0301900	-0.099850191	-0.091906515	-0.118484282	-0.004084894	-0.19332794	0.063977811	-0.169208063	0.371271953	0.267867666	0.59367122	0.189043415	-0.404104608
PBANKA_1237100	-0.399008781	-0.128673711	-0.339030572	0.081020507	0.033918335	0.096607286	0.483436249	0.836751815	0.632321608	0.849920371	-0.078760123	-0.446607088
PBANKA_1107600	-1.431218772	-0.536059804	-0.870312904	-0.594721758	-0.202369009	0.524251091	0.756900303	0.829890162	0.785260077	0.847959488	0.306913825	-0.518247684
PBANKA_1436200	-0.163796428	-0.118502799	-0.215131199	0.217313405	-0.084986644	0.047310463	0.318769054	0.668435917	0.49919966	0.648993044	0.23332292	-0.429351545
PBANKA_1107700	-0.724603284	-0.382415877	-0.940837046	-0.719278343	0.03739224	0.378807336	0.259186865	1.005440427	0.976129588	0.898937566	0.643961111	0.157272673
PBANKA_0112100	-0.994548942	-0.500047588	-0.759387453	-0.738772728	-0.252523435	0.195708397	0.137201336	0.714714131	0.676145315	1.178582188	0.262482767	-0.184918802
PBANKA_0914100	-0.195107345	-0.043994917	-0.085183143	0.120276905	-0.150036519	0.278903062	-0.007731188	0.236259245	0.246345361	0.119226392	-1.149126182	-0.272606252
PBANKA_1331400	0.644905886	1.070745088	0.132018937	-0.135122428	-0.052927113	-0.255612685	-0.321056933	0.159701579	0.009620155	0.045072741	-0.774046449	-0.15811541
PBANKA_1453000	-0.011761671	-0.088046224	-0.156546088	-0.117461292	-0.069914099	0.312224714	0.395020241	0.592329556	0.628260869	0.66429935	0.418788483	0.442731137
PBANKA_0820800	-0.505938915	-0.606084505	-0.679086154	-0.588726663	0.082589855	0.45960488	-0.03833462	0.210177034	0.784794766	0.99451668	0.332537732	-0.081575344
PBANKA_1243900	-0.757677605	-0.385810894	-0.47993418	-0.099330117	0.083189488	0.10012371	0.238544311	0.660300862	0.561929332	0.795754067	0.101989187	-0.619823215
PBANKA_1348400	-1.214203313	-0.950467945	-0.555415706	0.003280925	0.243044746	0.472959399	0.685763279	0.134323886	0.638471144	0.177529611	-0.544886934	-0.593609057
PBANKA_0305100	-1.710532479	-0.990154019	-1.556788622	-1.276683777	-0.922171015	-0.003091172	0.892275363	0.901835355	0.917162179	1.418401142	-0.242136995	-1.012669845
PBANKA_1457200	-1.129399004	-0.810400021	-0.61897389	-0.485266713	-0.396422257	-0.11674649	0.224461801	1.036613794	0.833533948	1.210307651	0.109058161	0.140332521
PBANKA_1451500	-0.903432125	-0.395162973	-0.587720474	-0.671131067	-0.185253058	0.439479162	0.776618891	0.214312711	0.670916484	0.705283848	0.583169615	-0.289910851
PBANKA_1304800	-0.809927746	-0.445808315	-0.558531035	-0.468448464	-0.174816062	0.178138902	0.252222458	0.184588326	0.118625874	0.131149963	-0.081101887	-0.180095218
PBANKA_0941600	0.10112553	0.378690399	0.001819217	-0.130194519	0.191176379	0.609485922	0.016424007	0.283730284	0.379734385	0.492812086	0.258333856	0.203934538
