"","status","family","pval","qval"
"PBANKA_1103500","OK","negbinomial.size",6.12031803846929e-21,1.5480276563577e-20
"PBANKA_1103600","OK","negbinomial.size",5.0473199890857e-11,8.37175671266619e-11
"PBANKA_1103900","OK","negbinomial.size",1.08591089292703e-56,1.02704023418095e-55
"PBANKA_1104400","OK","negbinomial.size",2.49075581195203e-45,1.62748249076411e-44
"PBANKA_1104900","OK","negbinomial.size",7.47100629935359e-25,2.24130188980608e-24
"PBANKA_1105000","OK","negbinomial.size",1.20879146437304e-48,8.79816572170251e-48
"PBANKA_1105400","OK","negbinomial.size",3.39940819909941e-10,5.44473458073025e-10
"PBANKA_1106800","OK","negbinomial.size",2.13708008231249e-06,2.95626555091342e-06
"PBANKA_1106900","OK","negbinomial.size",7.82010820238159e-171,8.43105415569265e-169
"PBANKA_1107600","OK","negbinomial.size",2.80105287144587e-42,1.7134100011504e-41
"PBANKA_1107700","OK","negbinomial.size",3.39345551204449e-37,1.67728101956354e-36
"PBANKA_1108000","OK","negbinomial.size",8.99699409887795e-28,3.06110745967741e-27
"PBANKA_1108400","OK","negbinomial.size",8.47200758356673e-26,2.64271484297515e-25
"PBANKA_1108500","OK","negbinomial.size",5.94166326390571e-67,7.21786558467419e-66
"PBANKA_1108800","OK","negbinomial.size",1.69092061188279e-41,1.00580622603373e-40
"PBANKA_1108900","OK","negbinomial.size",3.20108613064138e-07,4.63633381642013e-07
"PBANKA_1109400","OK","negbinomial.size",9.81641998027795e-13,1.72789025163056e-12
"PBANKA_1109900","OK","negbinomial.size",5.77686783586137e-168,5.53616500936715e-166
"PBANKA_1110100","OK","negbinomial.size",3.16963044740561e-21,8.08818420380869e-21
"PBANKA_1110200","OK","negbinomial.size",1.03184690378272e-45,6.87233941708568e-45
"PBANKA_1110500","OK","negbinomial.size",3.4636363507822e-16,7.24214873345369e-16
"PBANKA_1111400","OK","negbinomial.size",4.465888627202e-07,6.39838694511914e-07
"PBANKA_1111600","OK","negbinomial.size",6.37456293720428e-10,1.01253416820234e-09
"PBANKA_1112000","OK","negbinomial.size",1.74113578355781e-78,2.83345210060116e-77
"PBANKA_1112500","OK","negbinomial.size",8.3525787177356e-20,2.02646952012573e-19
"PBANKA_1112900","OK","negbinomial.size",9.79254176170061e-18,2.19378370635501e-17
"PBANKA_1113000","OK","negbinomial.size",1.44240752158488e-38,7.58583224004243e-38
"PBANKA_1113400","OK","negbinomial.size",2.49888098132092e-67,3.10112927538028e-66
"PBANKA_1113500","OK","negbinomial.size",3.82363143276836e-08,5.71061837361508e-08
"PBANKA_1113700","OK","negbinomial.size",1.79073825412923e-94,3.86127936046614e-93
"PBANKA_1114100","OK","negbinomial.size",1.77756494823167e-55,1.54863612914123e-54
"PBANKA_1114600","OK","negbinomial.size",1.81066797368809e-09,2.81641321425785e-09
"PBANKA_1115000","OK","negbinomial.size",7.29021546061782e-53,5.96001026993637e-52
"PBANKA_1115200","OK","negbinomial.size",2.32182205756695e-82,4.12901345288968e-81
"PBANKA_1115300","OK","negbinomial.size",2.81247255370204e-62,3.05126739316731e-61
"PBANKA_1115700","OK","negbinomial.size",8.13440410077941e-29,2.89914195740588e-28
"PBANKA_1116300","OK","negbinomial.size",7.71001438532429e-15,1.4926795527143e-14
"PBANKA_1116500","OK","negbinomial.size",4.01873954790332e-14,7.47823702279744e-14
"PBANKA_1116800","OK","negbinomial.size",9.0495812173429e-24,2.56330502461683e-23
"PBANKA_1117300","OK","negbinomial.size",1.22050808162961e-59,1.23121429287198e-58
"PBANKA_1117600","OK","negbinomial.size",3.30565426842336e-38,1.69709928959235e-37
"PBANKA_1117800","OK","negbinomial.size",7.08871020242958e-40,3.89427550929651e-39
"PBANKA_1118000","OK","negbinomial.size",2.20653143172095e-37,1.10007708662389e-36
"PBANKA_1118500","OK","negbinomial.size",3.84237848541727e-51,3.06856615154851e-50
"PBANKA_1118600","OK","negbinomial.size",1.093518741429e-31,4.42798081916672e-31
"PBANKA_1119200","OK","negbinomial.size",7.86360153481856e-41,4.56724331567744e-40
"PBANKA_1120200","OK","negbinomial.size",2.82497719416685e-53,2.3316199329846e-52
"PBANKA_1120400","OK","negbinomial.size",7.90897213945775e-42,4.77027165754008e-41
"PBANKA_1120600","OK","negbinomial.size",1.5105616310377e-10,2.47456677449195e-10
"PBANKA_1120700","OK","negbinomial.size",1.91160251593831e-09,2.96805971196542e-09
"PBANKA_1121000","OK","negbinomial.size",6.71212637219534e-62,7.14717160002282e-61
"PBANKA_1121700","OK","negbinomial.size",2.29701684951251e-11,3.86194353353711e-11
"PBANKA_1122700","OK","negbinomial.size",4.07518552279914e-30,1.56215445040634e-29
"PBANKA_1122900","OK","negbinomial.size",1.53732232880825e-22,4.15655331848625e-22
"PBANKA_1123200","OK","negbinomial.size",2.57950906323168e-67,3.17832366719617e-66
"PBANKA_1123300","OK","negbinomial.size",2.06956429247477e-26,6.64804172163682e-26
"PBANKA_1123400","OK","negbinomial.size",3.9428579482252e-41,2.30556947819948e-40
"PBANKA_1123600","OK","negbinomial.size",1.07002733635418e-31,4.34305212990816e-31
"PBANKA_1124300","OK","negbinomial.size",2.92711548858741e-10,4.70575416385209e-10
"PBANKA_1124700","OK","negbinomial.size",2.81071623084972e-154,2.20385704464353e-152
"PBANKA_1125500","OK","negbinomial.size",2.14455570846631e-46,1.47384804665513e-45
"PBANKA_1125600","OK","negbinomial.size",1.31208490529432e-17,2.91668358457823e-17
"PBANKA_1126200","OK","negbinomial.size",2.42246395936081e-32,1.01425978881005e-31
"PBANKA_1127000","OK","negbinomial.size",5.19323204109772e-13,9.21638402355305e-13
"PBANKA_1127300","OK","negbinomial.size",4.31425955291434e-14,8.01950186290651e-14
"PBANKA_1127400","OK","negbinomial.size",4.26371305182898e-37,2.10140143268714e-36
"PBANKA_1127500","OK","negbinomial.size",4.90650247011397e-18,1.11218354283135e-17
"PBANKA_1127900","OK","negbinomial.size",7.60262182599447e-34,3.37134258350655e-33
"PBANKA_1128100","OK","negbinomial.size",1.54395999939533e-57,1.50470677907172e-56
"PBANKA_1129000","OK","negbinomial.size",1.62172359789866e-86,3.1083035626391e-85
"PBANKA_1129700","OK","negbinomial.size",4.32940205646551e-29,1.56566426570294e-28
"PBANKA_1129800","OK","negbinomial.size",7.51149793123322e-40,4.10042213018269e-39
"PBANKA_1130300","OK","negbinomial.size",9.60329477174863e-12,1.63369659578564e-11
"PBANKA_1130500","OK","negbinomial.size",3.85903669245815e-15,7.58182038096845e-15
"PBANKA_1130900","OK","negbinomial.size",2.66612242209578e-07,3.87452500262444e-07
"PBANKA_1131300","OK","negbinomial.size",1.76122176744606e-65,2.06673982914588e-64
"PBANKA_1131400","OK","negbinomial.size",4.49209753030331e-21,1.1412177083613e-20
"PBANKA_1132600","OK","negbinomial.size",3.68126456487092e-33,1.57964710806028e-32
"PBANKA_1132800","OK","negbinomial.size",1.51589201377877e-10,2.48094281192446e-10
"PBANKA_1133000","OK","negbinomial.size",1.09864380622622e-34,4.98726464668481e-34
"PBANKA_1133300","OK","negbinomial.size",3.8438505838718e-12,6.60422535575582e-12
"PBANKA_1133700","OK","negbinomial.size",2.32562803035833e-13,4.20074173022839e-13
"PBANKA_1134000","OK","negbinomial.size",7.17312905005229e-14,1.3262216089325e-13
"PBANKA_1134100","OK","negbinomial.size",3.72782846906298e-21,9.49852896474689e-21
"PBANKA_1134900","OK","negbinomial.size",3.76813248445128e-97,8.44159550088112e-96
"PBANKA_1135200","OK","negbinomial.size",3.21711079530551e-26,1.02201033552523e-25
"PBANKA_1135600","OK","negbinomial.size",2.57890517834093e-29,9.46200508123176e-29
"PBANKA_1136100","OK","negbinomial.size",1.21131124008892e-18,2.80471394517233e-18
"PBANKA_1136400","OK","negbinomial.size",1.10701173388028e-32,4.69188019887834e-32
"PBANKA_1136600","OK","negbinomial.size",9.44510011806371e-19,2.19283952942933e-18
"PBANKA_1137700","OK","negbinomial.size",8.37560393462602e-19,1.95506316471311e-18
"PBANKA_1137900","OK","negbinomial.size",1.01179485889045e-86,1.96106306919779e-85
"PBANKA_1138000","OK","negbinomial.size",2.2926577191956e-23,6.38907038063394e-23
"PBANKA_1138100","OK","negbinomial.size",2.17156513900386e-69,2.79548497371766e-68
"PBANKA_1138700","OK","negbinomial.size",1.36408960563005e-15,2.7521106078501e-15
"PBANKA_1139100","OK","negbinomial.size",2.87560857154357e-15,5.70819883304103e-15
"PBANKA_1139500","OK","negbinomial.size",3.88590140423653e-17,8.48503787633926e-17
"PBANKA_1139700","OK","negbinomial.size",2.96396173846557e-41,1.74499453885772e-40
"PBANKA_1140900","OK","negbinomial.size",7.31425934864803e-08,1.0830126503363e-07
"PBANKA_1141300","OK","negbinomial.size",3.89304404649678e-19,9.1993164112424e-19
"PBANKA_1141900","OK","negbinomial.size",5.57773539919888e-69,7.07470114971917e-68
"PBANKA_1142400","OK","negbinomial.size",1.12876767275498e-12,1.97477102992124e-12
"PBANKA_1142800","OK","negbinomial.size",4.41860312527205e-06,6.05408291588109e-06
"PBANKA_1142900","OK","negbinomial.size",2.82478459206489e-28,9.78464542432115e-28
"PBANKA_1143000","OK","negbinomial.size",1.99738296336361e-19,4.74584795014081e-19
"PBANKA_1143300","OK","negbinomial.size",6.33434379172285e-07,8.97105339960748e-07
"PBANKA_1143600","OK","negbinomial.size",3.98880054482941e-07,5.73868301904148e-07
"PBANKA_1143700","OK","negbinomial.size",1.79898525206921e-170,1.82544091754082e-168
"PBANKA_1143800","OK","negbinomial.size",1.4836949968398e-59,1.48800806369108e-58
"PBANKA_1144000","OK","negbinomial.size",1.50367108613451e-50,1.17367992017286e-49
"PBANKA_1144100","OK","negbinomial.size",4.7793187903723e-13,8.52567209244283e-13
"PBANKA_1144400","OK","negbinomial.size",1.80945800922318e-14,3.44896692365744e-14
"PBANKA_1144500","OK","negbinomial.size",3.26617730779685e-22,8.66793208607625e-22
"PBANKA_1144700","OK","negbinomial.size",5.61060281468073e-16,1.15769017408185e-15
"PBANKA_1145500","OK","negbinomial.size",4.0197866618089e-08,5.99319964703575e-08
"PBANKA_1145600","OK","negbinomial.size",4.29365959309646e-49,3.23430689872987e-48
"PBANKA_1145700","OK","negbinomial.size",2.4370093412861e-14,4.58934619401585e-14
"PBANKA_1200096","OK","negbinomial.size",6.05544829903384e-27,2.01653442390606e-26
"PBANKA_1201000","OK","negbinomial.size",4.36915899568154e-34,1.94749335078828e-33
"PBANKA_1201200","OK","negbinomial.size",6.07216780345659e-20,1.4836387338474e-19
"PBANKA_1201500","OK","negbinomial.size",2.35839314366525e-13,4.2554688000236e-13
"PBANKA_1201600","OK","negbinomial.size",3.49949194607386e-12,6.01856790326761e-12
"PBANKA_1202000","OK","negbinomial.size",2.02000803227729e-46,1.39380554227133e-45
"PBANKA_1202100","OK","negbinomial.size",1.44482734003831e-06,2.01318833729086e-06
"PBANKA_1202200","OK","negbinomial.size",9.99361335074838e-30,3.75576972332047e-29
"PBANKA_1203000","OK","negbinomial.size",1.86242838824658e-36,8.97399153554568e-36
"PBANKA_1203200","OK","negbinomial.size",1.34366154022874e-16,2.86150142826491e-16
"PBANKA_1204200","OK","negbinomial.size",5.45445890384424e-75,7.90667362111875e-74
"PBANKA_1204400","OK","negbinomial.size",4.76587892853831e-22,1.25898026825859e-21
"PBANKA_1205000","OK","negbinomial.size",5.46024251275388e-29,1.95819507993772e-28
"PBANKA_1206100","OK","negbinomial.size",1.88119035230793e-06,2.60856379238841e-06
"PBANKA_1206200","OK","negbinomial.size",1.34177143942755e-28,4.72358312859698e-28
"PBANKA_1206600","OK","negbinomial.size",4.4353337472009e-46,2.98865262262561e-45
"PBANKA_1206900","OK","negbinomial.size",2.96764838316775e-23,8.21700395018357e-23
"PBANKA_1207100","OK","negbinomial.size",1.0070877868223e-06,1.4123792132264e-06
"PBANKA_1207200","OK","negbinomial.size",2.03712631466832e-35,9.39583661177235e-35
"PBANKA_1207300","OK","negbinomial.size",1.49759947876606e-26,4.86508305248862e-26
"PBANKA_1207500","OK","negbinomial.size",2.46707482513512e-24,7.20085291600352e-24
"PBANKA_1208400","OK","negbinomial.size",4.46996431764022e-25,1.35275235928586e-24
"PBANKA_1208900","OK","negbinomial.size",4.3297987966632e-65,4.97926861616268e-64
"PBANKA_1209200","OK","negbinomial.size",1.14674245888912e-13,2.10215806757038e-13
"PBANKA_1209400","OK","negbinomial.size",1.06840993157125e-188,1.67546102905491e-186
"PBANKA_1209600","OK","negbinomial.size",2.10377843566291e-10,3.42037493074319e-10
"PBANKA_1209800","OK","negbinomial.size",4.70673638814114e-33,2.01467004207034e-32
"PBANKA_1209900","OK","negbinomial.size",9.85290354368571e-42,5.9220413285219e-41
"PBANKA_1210700","OK","negbinomial.size",5.77336027070347e-26,1.81073572126609e-25
"PBANKA_1210800","OK","negbinomial.size",3.80527508619145e-49,2.878991019158e-48
"PBANKA_1211100","OK","negbinomial.size",2.91901721656604e-07,4.23134848619867e-07
"PBANKA_1211200","OK","negbinomial.size",1.19278572188004e-20,2.99063280558586e-20
"PBANKA_1211700","OK","negbinomial.size",5.08395292036286e-28,1.74697585410875e-27
"PBANKA_1212300","OK","negbinomial.size",1.08405580949954e-07,1.59284179845546e-07
"PBANKA_1213800","OK","negbinomial.size",7.10811023380344e-06,9.65471665615035e-06
"PBANKA_1213900","OK","negbinomial.size",9.15542693720893e-10,1.44493243062081e-09
"PBANKA_1214000","OK","negbinomial.size",1.22497241170724e-47,8.62480575589794e-47
"PBANKA_1214200","OK","negbinomial.size",1.41757447292973e-16,3.01518614772353e-16
"PBANKA_1214800","OK","negbinomial.size",1.30855489137431e-15,2.64625696086834e-15
"PBANKA_1215600","OK","negbinomial.size",1.39144937481892e-13,2.53458307451176e-13
"PBANKA_1216000","OK","negbinomial.size",1.9216424414338e-17,4.24434470099016e-17
"PBANKA_1216500","OK","negbinomial.size",7.80628280352715e-15,1.50962307579421e-14
"PBANKA_1216900","OK","negbinomial.size",6.29803290279488e-06,8.56115583713252e-06
"PBANKA_1217500","OK","negbinomial.size",7.47327040574752e-15,1.45010027558093e-14
"PBANKA_1217800","OK","negbinomial.size",2.62618823993674e-16,5.53134885700963e-16
"PBANKA_1218100","OK","negbinomial.size",8.81903158430759e-19,2.05578776796359e-18
"PBANKA_1218200","OK","negbinomial.size",2.56786656007014e-43,1.59912267729999e-42
"PBANKA_1218900","OK","negbinomial.size",7.70022407630565e-25,2.30605668951862e-24
"PBANKA_1219100","OK","negbinomial.size",2.01538500444558e-55,1.74700458928071e-54
"PBANKA_1219200","OK","negbinomial.size",2.98931840111848e-27,1.00127655183095e-26
"PBANKA_1219300","OK","negbinomial.size",1.22978674959817e-23,3.45501977696553e-23
"PBANKA_1219800","OK","negbinomial.size",1.29405776960351e-13,2.36717884683569e-13
"PBANKA_1219900","OK","negbinomial.size",4.042623908695e-07,5.81127186874907e-07
"PBANKA_1220100","OK","negbinomial.size",4.39811515019217e-07,6.31177091021755e-07
"PBANKA_1220300","OK","negbinomial.size",9.24287145693672e-20,2.23617857829114e-19
"PBANKA_1220600","OK","negbinomial.size",6.04961429091481e-44,3.85076924421699e-43
"PBANKA_1220900","OK","negbinomial.size",5.1681572720291e-32,2.13279217565794e-31
"PBANKA_1221000","OK","negbinomial.size",4.40230389007775e-11,7.31596744738354e-11
"PBANKA_1221500","OK","negbinomial.size",3.7565089308924e-38,1.92284210854284e-37
"PBANKA_1222000","OK","negbinomial.size",8.13271213835834e-21,2.0450333000974e-20
"PBANKA_1222500","OK","negbinomial.size",1.84116826278635e-188,2.44308865638958e-186
"PBANKA_1222700","OK","negbinomial.size",9.53973835752782e-28,3.2393796588062e-27
"PBANKA_1223000","OK","negbinomial.size",2.41680878332335e-13,4.35631677244804e-13
"PBANKA_1223100","OK","negbinomial.size",9.71243969250187e-16,1.97803523843751e-15
"PBANKA_1223300","OK","negbinomial.size",6.24266250290828e-09,9.55509566771676e-09
"PBANKA_1224100","OK","negbinomial.size",1.40695516647349e-55,1.2319785087141e-54
"PBANKA_1224600","OK","negbinomial.size",1.06459692468883e-33,4.69675113833306e-33
"PBANKA_1225400","OK","negbinomial.size",1.13061680224069e-70,1.51187130532186e-69
"PBANKA_1225500","OK","negbinomial.size",1.07135947713852e-22,2.914976495369e-22
"PBANKA_1225700","OK","negbinomial.size",9.00171750228209e-66,1.07089397871977e-64
"PBANKA_1226800","OK","negbinomial.size",1.19352632505401e-43,7.48666512988427e-43
"PBANKA_1226900","OK","negbinomial.size",4.8165125764622e-13,8.58314482892282e-13
"PBANKA_1227100","OK","negbinomial.size",5.08368187351189e-08,7.54677386558348e-08
"PBANKA_1227200","OK","negbinomial.size",8.25494371581417e-19,1.92950920186713e-18
"PBANKA_1227800","OK","negbinomial.size",5.02480877170483e-08,7.46580114658986e-08
"PBANKA_1228100","OK","negbinomial.size",2.46115276975269e-37,1.22348372559752e-36
"PBANKA_1228200","OK","negbinomial.size",7.89660493537054e-09,1.20332539872033e-08
"PBANKA_1228300","OK","negbinomial.size",1.95166073709975e-33,8.48013796346868e-33
"PBANKA_1228400","OK","negbinomial.size",1.69769363585801e-09,2.65030455882531e-09
"PBANKA_1228600","OK","negbinomial.size",1.56038985620219e-28,5.45978195121458e-28
"PBANKA_1228900","OK","negbinomial.size",1.17967563423157e-188,1.69578372420788e-186
"PBANKA_1229200","OK","negbinomial.size",2.22426180848465e-11,3.74692540980081e-11
"PBANKA_1231500","OK","negbinomial.size",1.80006346336829e-07,2.62699617115931e-07
"PBANKA_1232000","OK","negbinomial.size",6.07359062242452e-56,5.42846830242606e-55
"PBANKA_1232200","OK","negbinomial.size",1.19012432128069e-40,6.82047991431626e-40
"PBANKA_1232500","OK","negbinomial.size",7.96876658499069e-14,1.4701735143432e-13
"PBANKA_1233100","OK","negbinomial.size",9.6349922222471e-13,1.69768759789339e-12
"PBANKA_1233200","OK","negbinomial.size",1.27709343246916e-56,1.19727509293984e-55
"PBANKA_1233500","OK","negbinomial.size",3.34773395011105e-92,7.04248910236776e-91
"PBANKA_1233600","OK","negbinomial.size",5.92194623970246e-32,2.42070077333809e-31
"PBANKA_1233700","OK","negbinomial.size",1.99645845629952e-224,1.14796361237223e-221
"PBANKA_1233900","OK","negbinomial.size",7.11336465663225e-17,1.52999426841529e-16
"PBANKA_1234000","OK","negbinomial.size",2.56345426897759e-25,7.84035215245807e-25
"PBANKA_1234600","OK","negbinomial.size",2.15354198978968e-58,2.13497697263632e-57
"PBANKA_1234800","OK","negbinomial.size",6.820836659698e-24,1.95123436782405e-23
"PBANKA_1235500","OK","negbinomial.size",1.65747417944918e-07,2.42505764168773e-07
"PBANKA_1235600","OK","negbinomial.size",2.48980907498797e-22,6.63820812110394e-22
"PBANKA_1236400","OK","negbinomial.size",4.47460457299263e-06,6.12594673683514e-06
"PBANKA_1237200","OK","negbinomial.size",3.87917891935813e-23,1.07065338174284e-22
"PBANKA_1237400","OK","negbinomial.size",2.55586554400826e-36,1.22809695359728e-35
"PBANKA_1237500","OK","negbinomial.size",9.22201457185578e-17,1.98106788747836e-16
"PBANKA_1237900","OK","negbinomial.size",1.07215037746722e-33,4.70600356521871e-33
"PBANKA_1238700","OK","negbinomial.size",1.30586984170034e-09,2.04598135961226e-09
"PBANKA_1238800","OK","negbinomial.size",5.59566690281827e-07,7.95756422700867e-07
"PBANKA_1238900","OK","negbinomial.size",2.68681760633403e-19,6.36642908094259e-19
"PBANKA_1239000","OK","negbinomial.size",1.09138588934804e-12,1.91131031383286e-12
"PBANKA_1239500","OK","negbinomial.size",2.15303439823766e-06,2.97594898794869e-06
"PBANKA_1239700","OK","negbinomial.size",7.52456611264912e-10,1.1908143618642e-09
"PBANKA_1240100","OK","negbinomial.size",1.10213710461246e-63,1.22657193900419e-62
"PBANKA_1240500","OK","negbinomial.size",1.21465258092385e-21,3.15553569592415e-21
"PBANKA_1240600","OK","negbinomial.size",5.52496113235094e-32,2.26918046507271e-31
"PBANKA_1241100","OK","negbinomial.size",6.41867037420995e-10,1.01860224429735e-09
"PBANKA_1241400","OK","negbinomial.size",5.509156845338e-44,3.51973909563261e-43
"PBANKA_1241500","OK","negbinomial.size",1.30235875948014e-20,3.25589689870036e-20
"PBANKA_1241700","OK","negbinomial.size",2.61816928930952e-14,4.91440916654942e-14
"PBANKA_1241800","OK","negbinomial.size",1.42146937177023e-24,4.22036947728682e-24
"PBANKA_1241900","OK","negbinomial.size",1.78730155237712e-35,8.26567071809793e-35
"PBANKA_1242000","OK","negbinomial.size",1.61392536986457e-09,2.52404466275284e-09
"PBANKA_1242500","OK","negbinomial.size",2.82891415873827e-09,4.38443569076686e-09
"PBANKA_1242900","OK","negbinomial.size",2.68746391869042e-98,6.35051405443969e-97
"PBANKA_1243000","OK","negbinomial.size",9.33228068464059e-107,2.72850579339068e-105
"PBANKA_1243900","OK","negbinomial.size",4.34262271988879e-15,8.5125274906911e-15
"PBANKA_1244000","OK","negbinomial.size",7.66424825650945e-07,1.08101620952402e-06
"PBANKA_1244200","OK","negbinomial.size",1.07946614249624e-23,3.04261290164381e-23
"PBANKA_1244400","OK","negbinomial.size",3.57488131717696e-16,7.45667505698942e-16
"PBANKA_1244800","OK","negbinomial.size",2.38111947901675e-20,5.86775871614842e-20
"PBANKA_1245841","OK","negbinomial.size",6.40751541516295e-16,1.31426445792581e-15
"PBANKA_1245861","OK","negbinomial.size",2.39151320546816e-15,4.76920263518216e-15
"PBANKA_1246600","OK","negbinomial.size",1.22984924266191e-25,3.81562939494927e-25
"PBANKA_1300096","OK","negbinomial.size",2.1967710122515e-13,3.97214884290759e-13
"PBANKA_1300700","OK","negbinomial.size",7.09380494294382e-56,6.27528898798877e-55
"PBANKA_1301000","OK","negbinomial.size",1.18860241733153e-28,4.19292263782595e-28
"PBANKA_1301400","OK","negbinomial.size",6.19866310894269e-36,2.92950516792497e-35
"PBANKA_1301500","OK","negbinomial.size",3.83695691124373e-25,1.16322507414682e-24
"PBANKA_1301700","OK","negbinomial.size",2.17328628338266e-24,6.37571231094403e-24
"PBANKA_1302600","OK","negbinomial.size",1.19249605128477e-22,3.23945777711218e-22
"PBANKA_1302800","OK","negbinomial.size",9.19199772345663e-33,3.905467013045e-32
"PBANKA_1303000","OK","negbinomial.size",8.74867634929593e-23,2.39167459628138e-22
"PBANKA_1303300","OK","negbinomial.size",5.48045542135864e-39,2.91783506229743e-38
"PBANKA_1303500","OK","negbinomial.size",4.61978552694482e-17,1.00366877002265e-16
"PBANKA_1303600","OK","negbinomial.size",2.19968979131761e-46,1.50574003572336e-45
"PBANKA_1303800","OK","negbinomial.size",1.39131940318666e-30,5.42992301017419e-30
"PBANKA_1304200","OK","negbinomial.size",3.84797687969188e-17,8.41287720845182e-17
"PBANKA_1305100","OK","negbinomial.size",1.20595884481682e-16,2.57779306977574e-16
"PBANKA_1305200","OK","negbinomial.size",6.03385309507426e-25,1.81647409930246e-24
"PBANKA_1305300","OK","negbinomial.size",9.40695256181522e-43,5.81612658391801e-42
"PBANKA_1306000","OK","negbinomial.size",1.65798208196052e-49,1.27111959616973e-48
"PBANKA_1306100","OK","negbinomial.size",1.42172236050523e-22,3.8500330798611e-22
"PBANKA_1306200","OK","negbinomial.size",9.3453329550742e-44,5.88346691514708e-43
"PBANKA_1306300","OK","negbinomial.size",1.83093441285766e-07,2.6697902469818e-07
"PBANKA_1306800","OK","negbinomial.size",6.87365617318648e-13,1.21361892515319e-12
"PBANKA_1307000","OK","negbinomial.size",1.06824420398896e-12,1.87268419906602e-12
"PBANKA_1307200","OK","negbinomial.size",1.0725200879478e-37,5.39386924696782e-37
"PBANKA_1307500","OK","negbinomial.size",1.31597401919527e-31,5.27135947123471e-31
"PBANKA_1307600","OK","negbinomial.size",1.32282906443972e-36,6.42783136946062e-36
"PBANKA_1307800","OK","negbinomial.size",7.09126941670651e-18,1.6011046785103e-17
"PBANKA_1308200","OK","negbinomial.size",4.83490130954277e-09,7.42671839622553e-09
"PBANKA_1309750","OK","negbinomial.size",7.1013636700637e-12,1.21285666642177e-11
"PBANKA_1309900","OK","negbinomial.size",2.55130279711953e-25,7.81704675849233e-25
"PBANKA_1311300","OK","negbinomial.size",1.20742665098435e-118,4.16562194589601e-117
"PBANKA_1312200","OK","negbinomial.size",5.0644927777163e-19,1.19022480130254e-18
"PBANKA_1312300","OK","negbinomial.size",6.03742519490891e-43,3.7462440507978e-42
"PBANKA_1312600","OK","negbinomial.size",5.7654433000467e-20,1.41069357341568e-19
"PBANKA_1312700","OK","negbinomial.size",1.90161261821395e-192,3.64475751824341e-190
"PBANKA_1313100","OK","negbinomial.size",7.41135286926218e-47,5.17594481760213e-46
"PBANKA_1314600","OK","negbinomial.size",1.24000513033572e-51,9.9953684571454e-51
"PBANKA_1314800","OK","negbinomial.size",5.1028871941209e-07,7.2747771982302e-07
"PBANKA_1314900","OK","negbinomial.size",1.25639381495637e-20,3.14554329579061e-20
"PBANKA_1315100","OK","negbinomial.size",1.82405153623424e-18,4.19531853333875e-18
"PBANKA_1315200","OK","negbinomial.size",8.66815699544118e-20,2.10008017094607e-19
"PBANKA_1315300","OK","negbinomial.size",1.48522144609212e-07,2.17857737628309e-07
"PBANKA_1315400","OK","negbinomial.size",2.75870054169702e-11,4.62138656553626e-11
"PBANKA_1315500","OK","negbinomial.size",1.66146407568861e-06,2.30573252659924e-06
"PBANKA_1316300","OK","negbinomial.size",2.79279314701167e-14,5.23648715064689e-14
"PBANKA_1316400","OK","negbinomial.size",5.46798175031078e-65,6.24653544323583e-64
"PBANKA_1317300","OK","negbinomial.size",1.8519556328051e-09,2.878039159089e-09
"PBANKA_1317700","OK","negbinomial.size",9.65716316304464e-20,2.33313815913894e-19
"PBANKA_1318100","OK","negbinomial.size",8.68171714471681e-11,1.4331064186255e-10
"PBANKA_1318300","OK","negbinomial.size",4.31568201337541e-35,1.97468208834816e-34
"PBANKA_1318400","OK","negbinomial.size",7.04398125155616e-56,6.26333384481153e-55
"PBANKA_1318500","OK","negbinomial.size",5.83883063372413e-28,1.99840929428058e-27
"PBANKA_1318600","OK","negbinomial.size",5.32878178970592e-141,3.0640495290809e-139
"PBANKA_1318900","OK","negbinomial.size",2.86902474364257e-34,1.28214188673146e-33
"PBANKA_1319200","OK","negbinomial.size",9.36271971583873e-12,1.5959181333816e-11
"PBANKA_1319500","OK","negbinomial.size",1.1798353715384e-52,9.60007554671579e-52
"PBANKA_1319900","OK","negbinomial.size",1.24338227539542e-12,2.16869001522456e-12
"PBANKA_1320200","OK","negbinomial.size",1.48810353399644e-10,2.44241541022251e-10
"PBANKA_1320300","OK","negbinomial.size",2.06186861911792e-45,1.35236629961156e-44
"PBANKA_1320600","OK","negbinomial.size",8.60650235025771e-14,1.58444146789696e-13
"PBANKA_1320700","OK","negbinomial.size",9.59374860042609e-14,1.76242985471086e-13
"PBANKA_1320800","OK","negbinomial.size",1.52110160012827e-21,3.9338834486076e-21
"PBANKA_1320900","OK","negbinomial.size",1.61538823304505e-35,7.51090216173239e-35
"PBANKA_1321400","OK","negbinomial.size",2.57799547966054e-06,3.5519506409061e-06
"PBANKA_1321600","OK","negbinomial.size",6.14593893616622e-07,8.72571577356932e-07
"PBANKA_1321800","OK","negbinomial.size",2.88922183488867e-26,9.212398641743e-26
"PBANKA_1321900","OK","negbinomial.size",1.32911756116471e-16,2.83402693820659e-16
"PBANKA_1322200","OK","negbinomial.size",1.82551121588453e-22,4.89736679222522e-22
"PBANKA_1322400","OK","negbinomial.size",1.72478592058112e-25,5.32246102504907e-25
"PBANKA_1322800","OK","negbinomial.size",4.05591374757218e-13,7.24270312066462e-13
"PBANKA_1324300","OK","negbinomial.size",2.86045006398547e-11,4.78591305564979e-11
"PBANKA_1325200","OK","negbinomial.size",1.41295784990985e-87,2.76971851260737e-86
