"","status","family","pval","qval"
"PBANKA_0720600","OK","negbinomial.size",5.44818097804274e-26,1.71186014337409e-25
"PBANKA_0722000","OK","negbinomial.size",4.99527975452621e-06,6.80636459443737e-06
"PBANKA_0722600","OK","negbinomial.size",6.42254514197162e-08,9.51794705317959e-08
"PBANKA_0722801","OK","negbinomial.size",5.6170101860952e-25,1.69690763065048e-24
"PBANKA_0800300","OK","negbinomial.size",8.37945638774091e-07,1.1790018163828e-06
"PBANKA_0800500","OK","negbinomial.size",2.84099252688305e-138,1.48506427541614e-136
"PBANKA_0801500","OK","negbinomial.size",1.71770611766393e-13,3.11899268733714e-13
"PBANKA_0802000","OK","negbinomial.size",5.61049716640669e-35,2.55359039895819e-34
"PBANKA_0802700","OK","negbinomial.size",1.21183052295582e-12,2.11579721872346e-12
"PBANKA_0803100","OK","negbinomial.size",2.02647336588431e-24,5.97549838658193e-24
"PBANKA_0803300","OK","negbinomial.size",4.95936852035964e-19,1.16710923569173e-18
"PBANKA_0803400","OK","negbinomial.size",1.68587091608453e-12,2.9198065564717e-12
"PBANKA_0803500","OK","negbinomial.size",3.61498137390589e-30,1.38882914699057e-29
"PBANKA_0803800","OK","negbinomial.size",6.13595014515478e-70,8.07005528662289e-69
"PBANKA_0804100","OK","negbinomial.size",9.65239311293748e-27,3.17150059425089e-26
"PBANKA_0805000","OK","negbinomial.size",2.48432224769326e-24,7.23894573863324e-24
"PBANKA_0805500","OK","negbinomial.size",2.15248987365352e-38,1.12176587071067e-37
"PBANKA_0805900","OK","negbinomial.size",5.19928414553981e-31,2.04766327649684e-30
"PBANKA_0806200","OK","negbinomial.size",4.39903653153095e-45,2.86352377995882e-44
"PBANKA_0806400","OK","negbinomial.size",1.90934573276082e-17,4.22259152437489e-17
"PBANKA_0807100","OK","negbinomial.size",3.58762624016797e-20,8.81574823972899e-20
"PBANKA_0807200","OK","negbinomial.size",1.32512668677497e-138,7.14326104589635e-137
"PBANKA_0807300","OK","negbinomial.size",1.66415442313915e-40,9.41202091775419e-40
"PBANKA_0807400","OK","negbinomial.size",1.16389865158563e-31,4.70193249176865e-31
"PBANKA_0807700","OK","negbinomial.size",6.12461187122109e-28,2.09207039165473e-27
"PBANKA_0808500","OK","negbinomial.size",9.93344200003398e-13,1.74670616208549e-12
"PBANKA_0808600","OK","negbinomial.size",6.63793225087646e-28,2.26293144916243e-27
"PBANKA_0809000","OK","negbinomial.size",7.37228685757722e-15,1.43211653483341e-14
"PBANKA_0809100","OK","negbinomial.size",2.59996283741787e-23,7.22211899282741e-23
"PBANKA_0810200","OK","negbinomial.size",1.12495949167528e-48,8.25768137506321e-48
"PBANKA_0810700","OK","negbinomial.size",5.29301609657814e-116,1.75585630126871e-114
"PBANKA_0811000","OK","negbinomial.size",1.20269554327764e-29,4.4905840089912e-29
"PBANKA_0812500","OK","negbinomial.size",1.88466828447644e-17,4.17336686870586e-17
"PBANKA_0812700","OK","negbinomial.size",1.50138985147089e-12,2.60291205405758e-12
"PBANKA_0812800","OK","negbinomial.size",1.79274149311473e-08,2.70558099354585e-08
"PBANKA_0813200","OK","negbinomial.size",3.51173909227282e-15,6.90735454295395e-15
"PBANKA_0814800","OK","negbinomial.size",1.54800146837833e-22,4.17077977350924e-22
"PBANKA_0816100","OK","negbinomial.size",3.25729759440358e-11,5.43407964250113e-11
"PBANKA_0816200","OK","negbinomial.size",2.05829409300297e-59,2.05234526614458e-58
"PBANKA_0816500","OK","negbinomial.size",3.14108406325948e-73,4.40517886920536e-72
"PBANKA_0816700","OK","negbinomial.size",6.42475267012283e-10,1.01863036359944e-09
"PBANKA_0817200","OK","negbinomial.size",3.12687723580826e-09,4.84188799979287e-09
"PBANKA_0817400","OK","negbinomial.size",3.72906095863308e-06,5.12152082296342e-06
"PBANKA_0817500","OK","negbinomial.size",1.87145896500022e-30,7.28728378019273e-30
"PBANKA_0817600","OK","negbinomial.size",1.60424531583142e-07,2.34917077233379e-07
"PBANKA_0817800","OK","negbinomial.size",8.15615791426868e-14,1.50313807714888e-13
"PBANKA_0818400","OK","negbinomial.size",3.32020350635267e-97,7.53598822165573e-96
"PBANKA_0819000","OK","negbinomial.size",6.75065691561289e-27,2.24371544883087e-26
"PBANKA_0819100","OK","negbinomial.size",5.6110063567267e-13,9.94757036521435e-13
"PBANKA_0819600","OK","negbinomial.size",1.24599838807724e-67,1.55749798509655e-66
"PBANKA_0819900","OK","negbinomial.size",6.22713634041623e-08,9.23629422804643e-08
"PBANKA_0820200","OK","negbinomial.size",5.51185975676499e-66,6.60274866695806e-65
"PBANKA_0820600","OK","negbinomial.size",2.10795227099125e-32,8.84724493299246e-32
"PBANKA_0820900","OK","negbinomial.size",8.72981893084576e-07,1.22729728245387e-06
"PBANKA_0821000","OK","negbinomial.size",1.71706236251309e-29,6.38347537787734e-29
"PBANKA_0821400","OK","negbinomial.size",1.08955572669632e-56,1.02704023418095e-55
"PBANKA_0821700","OK","negbinomial.size",2.32007159122535e-28,8.06879736867688e-28
"PBANKA_0821900","OK","negbinomial.size",8.24998320526534e-10,1.30322536896362e-09
"PBANKA_0823400","OK","negbinomial.size",1.18758324624325e-44,7.64395932749853e-44
"PBANKA_0824200","OK","negbinomial.size",5.09611212135593e-84,9.3519078822755e-83
"PBANKA_0824400","OK","negbinomial.size",2.32721493642585e-21,5.9917100975143e-21
"PBANKA_0825000","OK","negbinomial.size",2.65278029609702e-27,8.92016766231454e-27
"PBANKA_0825500","OK","negbinomial.size",5.19471299399753e-56,4.66712495554466e-55
"PBANKA_0825700","OK","negbinomial.size",4.04056934378543e-97,8.9358745102947e-96
"PBANKA_0825900","OK","negbinomial.size",1.09120740801086e-74,1.56861064901561e-73
"PBANKA_0827400","OK","negbinomial.size",2.71227859203001e-24,7.88984919266739e-24
"PBANKA_0827900","OK","negbinomial.size",7.51487459008137e-20,1.82837216754448e-19
"PBANKA_0828300","OK","negbinomial.size",3.53293441276489e-55,3.04715593100972e-54
"PBANKA_0828600","OK","negbinomial.size",9.84971677992766e-16,2.00126754362488e-15
"PBANKA_0829500","OK","negbinomial.size",4.17685039436523e-17,9.09730673015153e-17
"PBANKA_0829700","OK","negbinomial.size",1.22592969487547e-14,2.34969858184465e-14
"PBANKA_0830100","OK","negbinomial.size",3.85540818364157e-08,5.75309612178348e-08
"PBANKA_0830400","OK","negbinomial.size",4.90742832375272e-56,4.43210149658295e-55
"PBANKA_0830800","OK","negbinomial.size",3.00551831133809e-13,5.40617214500334e-13
"PBANKA_0831900","OK","negbinomial.size",4.24298070218124e-18,9.64313795950281e-18
"PBANKA_0832400","OK","negbinomial.size",5.25374741058793e-31,2.064399608944e-30
"PBANKA_0832800","OK","negbinomial.size",2.67203441286398e-106,7.55616288883667e-105
"PBANKA_0833000","OK","negbinomial.size",2.66232166063932e-10,4.30009818783037e-10
"PBANKA_0834300","OK","negbinomial.size",1.02172718731494e-06,1.43174605858511e-06
"PBANKA_0835000","OK","negbinomial.size",8.71504027558486e-11,1.43723178540955e-10
"PBANKA_0835100","OK","negbinomial.size",8.36311791271981e-11,1.3831618791411e-10
"PBANKA_0835200","OK","negbinomial.size",2.14701037829257e-12,3.71473711389638e-12
"PBANKA_0901200","OK","negbinomial.size",1.5340472259926e-26,4.96478698843758e-26
"PBANKA_0901400","OK","negbinomial.size",2.20356045434749e-17,4.84839513233345e-17
"PBANKA_0901700","OK","negbinomial.size",5.42142910463687e-14,1.00667009747025e-13
"PBANKA_0901800","OK","negbinomial.size",5.45148138368746e-30,2.0804879174471e-29
"PBANKA_0902700","OK","negbinomial.size",1.71224303428814e-09,2.67054180302627e-09
"PBANKA_0902800","OK","negbinomial.size",2.8686996785836e-23,7.95579894784037e-23
"PBANKA_0903600","OK","negbinomial.size",1.6750154080864e-18,3.86283633549336e-18
"PBANKA_0903700","OK","negbinomial.size",2.53097378854445e-33,1.09421799128801e-32
"PBANKA_0903800","OK","negbinomial.size",8.78410100655368e-38,4.44357015727422e-37
"PBANKA_0904300","OK","negbinomial.size",1.02565539949076e-11,1.74139327177318e-11
"PBANKA_0904500","OK","negbinomial.size",5.60216249759321e-29,2.0049233004872e-28
"PBANKA_0904900","OK","negbinomial.size",1.74640448820599e-20,4.33460106784939e-20
"PBANKA_0905300","OK","negbinomial.size",5.42014233713214e-55,4.6516146923149e-54
"PBANKA_0906400","OK","negbinomial.size",5.23845203364561e-12,8.97351515197485e-12
"PBANKA_0906500","OK","negbinomial.size",4.8043444145365e-07,6.87188566755843e-07
"PBANKA_0907100","OK","negbinomial.size",3.01569981823225e-40,1.68352174318791e-39
"PBANKA_0907800","OK","negbinomial.size",5.73879270948066e-23,1.5763403541169e-22
"PBANKA_0908400","OK","negbinomial.size",1.5494786851494e-48,1.12304652600114e-47
"PBANKA_0908600","OK","negbinomial.size",9.34985608772902e-70,1.21266930461147e-68
"PBANKA_0909400","OK","negbinomial.size",4.46860827614392e-105,1.16793170853762e-103
"PBANKA_0909600","OK","negbinomial.size",1.85475915400624e-19,4.42525524296094e-19
"PBANKA_0911300","OK","negbinomial.size",1.50058821684756e-35,7.01494491615727e-35
"PBANKA_0911400","OK","negbinomial.size",3.24315238878392e-24,9.38664072257091e-24
"PBANKA_0911700","OK","negbinomial.size",2.5566556472632e-26,8.16709442875744e-26
"PBANKA_0911900","OK","negbinomial.size",1.7254284299545e-40,9.72667987474349e-40
"PBANKA_0912100","OK","negbinomial.size",4.58448204540006e-08,6.81744097268544e-08
"PBANKA_0912200","OK","negbinomial.size",3.35339894000564e-16,7.02016161590987e-16
"PBANKA_0912300","OK","negbinomial.size",2.71405176286152e-10,4.36729411467923e-10
"PBANKA_0912500","OK","negbinomial.size",1.83048944753949e-48,1.32116916192704e-47
"PBANKA_0913700","OK","negbinomial.size",1.58770900919986e-06,2.20515140166647e-06
"PBANKA_0913800","OK","negbinomial.size",5.91557433884714e-15,1.15434001521621e-14
"PBANKA_0913900","OK","negbinomial.size",1.19431609572384e-15,2.41806956000426e-15
"PBANKA_0914000","OK","negbinomial.size",3.15153555106662e-30,1.21619660527739e-29
"PBANKA_0914600","OK","negbinomial.size",2.84200043176155e-06,3.90945035469591e-06
"PBANKA_0915200","OK","negbinomial.size",1.27640617742652e-14,2.44372991793646e-14
"PBANKA_0915500","OK","negbinomial.size",1.21923328602263e-09,1.91197947126276e-09
"PBANKA_0916000","OK","negbinomial.size",2.70735308720041e-29,9.89445778690828e-29
"PBANKA_0916200","OK","negbinomial.size",1.34250201936977e-40,7.66826484573794e-40
"PBANKA_0916700","OK","negbinomial.size",2.09997709037822e-118,7.10286368804398e-117
"PBANKA_0917000","OK","negbinomial.size",2.32181645994204e-35,1.06803557157334e-34
"PBANKA_0917300","OK","negbinomial.size",2.84273598785123e-18,6.5036068687578e-18
"PBANKA_0917900","OK","negbinomial.size",1.5879245023637e-14,3.03005505152365e-14
"PBANKA_0918000","OK","negbinomial.size",2.65019853004819e-09,4.11114430245786e-09
"PBANKA_0919000","OK","negbinomial.size",1.44428619862021e-35,6.78853867198872e-35
"PBANKA_0919300","OK","negbinomial.size",7.86352955401813e-24,2.23838093740615e-23
"PBANKA_0919600","OK","negbinomial.size",1.54983758540256e-22,4.17077977350924e-22
"PBANKA_0919800","OK","negbinomial.size",1.70276726002824e-10,2.78414551995138e-10
"PBANKA_0920800","OK","negbinomial.size",6.06752905412035e-17,1.31158992711248e-16
"PBANKA_0921200","OK","negbinomial.size",1.12690523344697e-83,2.04622266073265e-82
"PBANKA_0921500","OK","negbinomial.size",1.17963831754174e-47,8.3396561383586e-47
"PBANKA_0921700","OK","negbinomial.size",9.09949763018217e-22,2.37294957272283e-21
"PBANKA_0922100","OK","negbinomial.size",2.22242707390921e-14,4.1944055825967e-14
"PBANKA_0922500","OK","negbinomial.size",6.03804571364256e-113,1.89375070109698e-111
"PBANKA_0922700","OK","negbinomial.size",3.4206554501088e-15,6.74357788735734e-15
"PBANKA_0922800","OK","negbinomial.size",5.66890129976273e-06,7.7120305536993e-06
"PBANKA_0923400","OK","negbinomial.size",4.26161734055409e-06,5.84363268080747e-06
"PBANKA_0924500","OK","negbinomial.size",2.40364985438012e-25,7.37775088755464e-25
"PBANKA_0924600","OK","negbinomial.size",2.38148863501057e-18,5.4556014547055e-18
"PBANKA_0924900","OK","negbinomial.size",1.75443470085648e-37,8.79767400865531e-37
"PBANKA_0925500","OK","negbinomial.size",3.1295274296964e-21,7.99768120922413e-21
"PBANKA_0926500","OK","negbinomial.size",1.57417577409555e-65,1.85989945911974e-64
"PBANKA_0926700","OK","negbinomial.size",1.65120664326992e-40,9.36951138039674e-40
"PBANKA_0926900","OK","negbinomial.size",2.75017922082111e-07,3.98995723794484e-07
"PBANKA_0927600","OK","negbinomial.size",2.3990542073319e-39,1.2972942030243e-38
"PBANKA_0927800","OK","negbinomial.size",6.52755201556817e-09,9.98229364082899e-09
"PBANKA_0927900","OK","negbinomial.size",1.20784812245059e-12,2.11098076112186e-12
"PBANKA_0928100","OK","negbinomial.size",9.19914296244835e-61,9.61728582437782e-60
"PBANKA_0928400","OK","negbinomial.size",3.4988654268118e-09,5.40819252800211e-09
"PBANKA_0928500","OK","negbinomial.size",1.18410104486436e-09,1.8602680349645e-09
"PBANKA_0929100","OK","negbinomial.size",2.04933450821035e-27,6.91800787996645e-27
"PBANKA_0929400","OK","negbinomial.size",2.91070469781289e-66,3.51116475785121e-65
"PBANKA_0930000","OK","negbinomial.size",1.48082402093018e-40,8.43043378252331e-40
"PBANKA_0930100","OK","negbinomial.size",2.62650978545624e-49,1.99591602639296e-48
"PBANKA_0930500","OK","negbinomial.size",4.03635382351571e-26,1.27990998999349e-25
"PBANKA_0930900","OK","negbinomial.size",4.37748842916535e-16,9.09779221724124e-16
"PBANKA_0931100","OK","negbinomial.size",3.03839005722189e-160,2.62061142435388e-158
"PBANKA_0931700","OK","negbinomial.size",1.46623518578547e-35,6.87297743336939e-35
"PBANKA_0931800","OK","negbinomial.size",5.73588167309495e-10,9.11925888118782e-10
"PBANKA_0932200","OK","negbinomial.size",3.69095245439476e-14,6.88312755008753e-14
"PBANKA_0932600","OK","negbinomial.size",2.71924101123791e-84,5.04375348858645e-83
"PBANKA_0932700","OK","negbinomial.size",4.82964205419398e-78,7.78610518082674e-77
"PBANKA_0933400","OK","negbinomial.size",4.13681456059742e-24,1.19131971903682e-23
"PBANKA_0934200","OK","negbinomial.size",1.15483054829936e-27,3.91371845936424e-27
"PBANKA_0936100","OK","negbinomial.size",1.45412096707695e-11,2.46158848695558e-11
"PBANKA_0936300","OK","negbinomial.size",7.85670131722367e-20,1.90884644679026e-19
"PBANKA_0936600","OK","negbinomial.size",2.8922196923622e-38,1.49373621836072e-37
"PBANKA_0936700","OK","negbinomial.size",8.94947272337065e-51,7.01720020355198e-50
"PBANKA_0938100","OK","negbinomial.size",6.75387638375269e-09,1.03192531106939e-08
"PBANKA_0938300","OK","negbinomial.size",3.64218993321133e-10,5.82277816013859e-10
"PBANKA_0938400","OK","negbinomial.size",3.28738789331935e-46,2.23257642361255e-45
"PBANKA_0938500","OK","negbinomial.size",1.74829720850896e-39,9.48368768766655e-39
"PBANKA_0938600","OK","negbinomial.size",2.57213943980862e-33,1.10923513341747e-32
"PBANKA_0938800","OK","negbinomial.size",8.1337280606837e-116,2.64729828390177e-114
"PBANKA_0939800","OK","negbinomial.size",2.16284459403238e-14,4.09090671568624e-14
"PBANKA_0940100","OK","negbinomial.size",1.40006307680225e-15,2.82138879378959e-15
"PBANKA_0940300","OK","negbinomial.size",6.74525509360969e-21,1.70359663784432e-20
"PBANKA_0940500","OK","negbinomial.size",9.51022884024888e-12,1.61946147575808e-11
"PBANKA_0940700","OK","negbinomial.size",5.4521679525725e-09,8.35999086061117e-09
"PBANKA_0941000","OK","negbinomial.size",6.28507717878323e-79,1.04247674359626e-77
"PBANKA_0941300","OK","negbinomial.size",1.82628857042149e-14,3.47720505957733e-14
"PBANKA_0941800","OK","negbinomial.size",4.53632088937697e-27,1.51356934897007e-26
"PBANKA_0941900","OK","negbinomial.size",3.01667357642681e-21,7.72071501385199e-21
"PBANKA_0942500","OK","negbinomial.size",6.6427314125088e-10,1.05222329536985e-09
"PBANKA_0942600","OK","negbinomial.size",7.24219883545396e-16,1.48018874302821e-15
"PBANKA_0942700","OK","negbinomial.size",4.48750716278333e-09,6.89924229572303e-09
"PBANKA_0943100","OK","negbinomial.size",2.53300067649752e-14,4.76491403157931e-14
"PBANKA_0943300","OK","negbinomial.size",7.33819671264429e-20,1.78790809736037e-19
"PBANKA_1000700","OK","negbinomial.size",1.04799444136059e-08,1.58856802403077e-08
"PBANKA_1001400","OK","negbinomial.size",1.16425207410425e-28,4.11544022096277e-28
"PBANKA_1001600","OK","negbinomial.size",1.95399001451974e-15,3.9102468388011e-15
"PBANKA_1002000","OK","negbinomial.size",1.10131408564998e-06,1.54076788138379e-06
"PBANKA_1002600","OK","negbinomial.size",2.43216677609743e-14,4.58523244674106e-14
"PBANKA_1003100","OK","negbinomial.size",9.74420237104994e-16,1.98216380779023e-15
"PBANKA_1003800","OK","negbinomial.size",1.87598966418582e-22,5.02497231478344e-22
"PBANKA_1004000","OK","negbinomial.size",1.26900119918662e-46,8.82672205079401e-46
"PBANKA_1004400","OK","negbinomial.size",1.17604885583199e-49,9.0566262335276e-49
"PBANKA_1004700","OK","negbinomial.size",5.46123624204354e-17,1.18201160822147e-16
"PBANKA_1005300","OK","negbinomial.size",1.4892441263434e-12,2.58445283495207e-12
"PBANKA_1005400","OK","negbinomial.size",3.49684919920505e-14,6.52820873228216e-14
"PBANKA_1005500","OK","negbinomial.size",3.00417056469412e-08,4.49453098360568e-08
"PBANKA_1006000","OK","negbinomial.size",9.28242015847217e-48,6.5893723347179e-47
"PBANKA_1006400","OK","negbinomial.size",4.67274032738672e-145,3.10018348643927e-143
"PBANKA_1006900","OK","negbinomial.size",8.10161332805393e-22,2.12068027175919e-21
"PBANKA_1007000","OK","negbinomial.size",1.22769194507235e-31,4.93652355536085e-31
"PBANKA_1007100","OK","negbinomial.size",3.60235583726448e-20,8.83935109428339e-20
"PBANKA_1007200","OK","negbinomial.size",4.500853145811e-24,1.29399527942066e-23
"PBANKA_1007800","OK","negbinomial.size",1.24585075445501e-24,3.71173152234004e-24
"PBANKA_1007900","OK","negbinomial.size",6.82994856628316e-44,4.33149311648473e-43
"PBANKA_1008400","OK","negbinomial.size",2.69044168949432e-31,1.06445227393984e-30
"PBANKA_1009000","OK","negbinomial.size",1.4869800085607e-26,4.83969908446641e-26
"PBANKA_1009100","OK","negbinomial.size",7.95883960202159e-09,1.21173859783647e-08
"PBANKA_1009300","OK","negbinomial.size",5.24945337695486e-07,7.47754506626519e-07
"PBANKA_1009600","OK","negbinomial.size",1.74832849999104e-54,1.47836601102184e-53
"PBANKA_1009800","OK","negbinomial.size",1.00584891240282e-14,1.93432483154389e-14
"PBANKA_1009900","OK","negbinomial.size",6.40380259277749e-74,9.12938799383567e-73
"PBANKA_1010000","OK","negbinomial.size",1.90597381649837e-22,5.09737183482121e-22
"PBANKA_1010600","OK","negbinomial.size",7.37511021228147e-14,1.362105472825e-13
"PBANKA_1010800","OK","negbinomial.size",5.02382950823083e-49,3.76787213117312e-48
"PBANKA_1011300","OK","negbinomial.size",3.50774093599846e-13,6.29641323059037e-13
"PBANKA_1011900","OK","negbinomial.size",1.90110016031756e-13,3.44836779868327e-13
"PBANKA_1012100","OK","negbinomial.size",1.75687699754696e-23,4.91185222166695e-23
"PBANKA_1012200","OK","negbinomial.size",5.05549492065537e-11,8.37726103566811e-11
"PBANKA_1012500","OK","negbinomial.size",4.49506336673106e-70,5.96460331354698e-69
"PBANKA_1012700","OK","negbinomial.size",1.6341130618207e-31,6.51003471510555e-31
"PBANKA_1012800","OK","negbinomial.size",6.43560861543261e-14,1.19114000661172e-13
"PBANKA_1013100","OK","negbinomial.size",1.95222024786325e-08,2.94368874787072e-08
"PBANKA_1013200","OK","negbinomial.size",2.5880113356409e-10,4.18399208433041e-10
"PBANKA_1013300","OK","negbinomial.size",2.37637102206863e-80,4.09924001306839e-79
"PBANKA_1013700","OK","negbinomial.size",2.72011225068075e-16,5.71521757907953e-16
"PBANKA_1014000","OK","negbinomial.size",1.11183861285062e-17,2.48114050086328e-17
"PBANKA_1015200","OK","negbinomial.size",4.59668371570525e-42,2.7919997921097e-41
"PBANKA_1015700","OK","negbinomial.size",2.98185655767362e-13,5.36920935489247e-13
"PBANKA_1015800","OK","negbinomial.size",3.5276799186517e-30,1.35831425439156e-29
"PBANKA_1016300","OK","negbinomial.size",2.71631063133784e-07,3.94413791166479e-07
"PBANKA_1016700","OK","negbinomial.size",4.63131485952178e-24,1.32928754287439e-23
"PBANKA_1016800","OK","negbinomial.size",1.7003836540603e-35,7.88484355713446e-35
"PBANKA_1017000","OK","negbinomial.size",3.23361435409506e-24,9.37476430388903e-24
"PBANKA_1017300","OK","negbinomial.size",2.0317549513506e-17,4.48181239268514e-17
"PBANKA_1017900","OK","negbinomial.size",2.29381241496024e-30,8.91177120677119e-30
"PBANKA_1018000","OK","negbinomial.size",9.56437657905806e-25,2.85936734815861e-24
"PBANKA_1018500","OK","negbinomial.size",2.69239035871224e-12,4.63973363514346e-12
"PBANKA_1019000","OK","negbinomial.size",3.60686798841582e-98,8.4079017297531e-97
"PBANKA_1019200","OK","negbinomial.size",2.15230017607832e-33,9.32843669280178e-33
"PBANKA_1019600","OK","negbinomial.size",4.84146834677899e-45,3.13967402187735e-44
"PBANKA_1020000","OK","negbinomial.size",9.91055295410703e-89,1.98787254021333e-87
"PBANKA_1020500","OK","negbinomial.size",1.22205038146196e-72,1.70002976453377e-71
"PBANKA_1020600","OK","negbinomial.size",4.80861894167372e-53,3.94993698780341e-52
"PBANKA_1021300","OK","negbinomial.size",1.57963895257068e-14,3.0175827167048e-14
"PBANKA_1021400","OK","negbinomial.size",5.59029929400469e-07,7.9564903318136e-07
"PBANKA_1023100","OK","negbinomial.size",1.02989856237089e-61,1.08327745127426e-60
"PBANKA_1023200","OK","negbinomial.size",1.54348744406926e-22,4.16669145699449e-22
"PBANKA_1023500","OK","negbinomial.size",7.09215979622759e-27,2.35268762471011e-26
"PBANKA_1023600","OK","negbinomial.size",9.75817265276717e-09,1.48046155022193e-08
"PBANKA_1023900","OK","negbinomial.size",1.48382366544689e-06,2.06419017975474e-06
"PBANKA_1024000","OK","negbinomial.size",2.75967486190315e-16,5.79128848757048e-16
"PBANKA_1024200","OK","negbinomial.size",8.15775381251064e-19,1.90937928447501e-18
"PBANKA_1024400","OK","negbinomial.size",1.05125402814659e-68,1.32365926901669e-67
"PBANKA_1024500","OK","negbinomial.size",4.97502747148809e-21,1.26019418330645e-20
"PBANKA_1025000","OK","negbinomial.size",3.27517430895311e-12,5.63839888517376e-12
"PBANKA_1025200","OK","negbinomial.size",2.93338120139495e-19,6.94112835721028e-19
"PBANKA_1025700","OK","negbinomial.size",2.03415967423085e-180,2.50637531289158e-178
"PBANKA_1025800","OK","negbinomial.size",4.18498786047361e-12,7.17604777268089e-12
"PBANKA_1026000","OK","negbinomial.size",6.30759058118166e-23,1.72982412599974e-22
"PBANKA_1026400","OK","negbinomial.size",1.68522209826495e-17,3.73651429242549e-17
"PBANKA_1027500","OK","negbinomial.size",7.99525387589356e-07,1.12586228048297e-06
"PBANKA_1027600","OK","negbinomial.size",9.10724699669635e-78,1.454629728639e-76
"PBANKA_1028200","OK","negbinomial.size",1.60825510388383e-53,1.34021258656986e-52
"PBANKA_1029500","OK","negbinomial.size",1.70424577221382e-41,1.01024878249788e-40
"PBANKA_1029600","OK","negbinomial.size",7.43945371522153e-60,7.54885744632773e-59
"PBANKA_1029900","OK","negbinomial.size",9.6494982842643e-18,2.16454935505279e-17
"PBANKA_1030000","OK","negbinomial.size",2.97068038678994e-38,1.52967870663064e-37
"PBANKA_1030100","OK","negbinomial.size",4.97388888027737e-145,3.17776234017721e-143
"PBANKA_1030300","OK","negbinomial.size",1.42944119892108e-26,4.66122130082961e-26
"PBANKA_1030900","OK","negbinomial.size",9.01911044282327e-15,1.7383201691475e-14
"PBANKA_1031000","OK","negbinomial.size",1.04307236590158e-28,3.69466084431259e-28
"PBANKA_1031100","OK","negbinomial.size",3.27075826747658e-32,1.35626394504738e-31
"PBANKA_1031200","OK","negbinomial.size",7.92275025734184e-16,1.61736617679464e-15
"PBANKA_1031300","OK","negbinomial.size",4.48222655290408e-06,6.13151530829464e-06
"PBANKA_1031900","OK","negbinomial.size",1.25836649835679e-51,1.00961963240254e-50
"PBANKA_1032000","OK","negbinomial.size",1.22449746638562e-24,3.65442582961107e-24
"PBANKA_1032200","OK","negbinomial.size",1.24718830233607e-26,4.07462087410932e-26
"PBANKA_1033000","OK","negbinomial.size",5.03302706482295e-07,7.18706265465197e-07
"PBANKA_1033200","OK","negbinomial.size",9.55988204945428e-43,5.88957019118166e-42
"PBANKA_1033300","OK","negbinomial.size",2.65103170712036e-37,1.31408899275363e-36
"PBANKA_1033400","OK","negbinomial.size",1.74253614680503e-07,2.54519462594299e-07
"PBANKA_1033600","OK","negbinomial.size",3.05433423908868e-13,5.48825683586247e-13
"PBANKA_1033800","OK","negbinomial.size",4.40068982055055e-10,7.02887957449046e-10
"PBANKA_1034300","OK","negbinomial.size",9.79131155342965e-07,1.37428905042035e-06
"PBANKA_1034400","OK","negbinomial.size",3.82248673264579e-17,8.36775331702282e-17
"PBANKA_1034500","OK","negbinomial.size",9.69698913146216e-210,2.3896151788246e-207
"PBANKA_1035200","OK","negbinomial.size",4.02556955700296e-40,2.23283198901289e-39
"PBANKA_1035300","OK","negbinomial.size",3.85230113970631e-13,6.89338118878982e-13
"PBANKA_1035400","OK","negbinomial.size",4.59395127619558e-60,4.74524907271699e-59
"PBANKA_1035600","OK","negbinomial.size",1.40152538168926e-18,3.24079260511256e-18
"PBANKA_1036000","OK","negbinomial.size",2.00153571578241e-14,3.79960978536086e-14
"PBANKA_1036200","OK","negbinomial.size",8.51733240275731e-41,4.93033503179743e-40
"PBANKA_1036600","OK","negbinomial.size",9.89105562403741e-19,2.29328910637964e-18
"PBANKA_1036700","OK","negbinomial.size",6.10899131019577e-16,1.25602026341927e-15
"PBANKA_1037400","OK","negbinomial.size",2.57761502733048e-10,4.17109373559576e-10
"PBANKA_1037800","OK","negbinomial.size",3.20368225769276e-106,8.91347079761291e-105
"PBANKA_1038000","OK","negbinomial.size",4.18954848845661e-09,6.45841925164222e-09
"PBANKA_1038100","OK","negbinomial.size",1.83956021701367e-48,1.32218390597858e-47
"PBANKA_1038300","OK","negbinomial.size",3.88379734875617e-13,6.94253930218072e-13
"PBANKA_1038800","OK","negbinomial.size",1.37397785719854e-13,2.50805481869575e-13
"PBANKA_1039200","OK","negbinomial.size",3.98536492413597e-06,5.46917620853981e-06
"PBANKA_1039300","OK","negbinomial.size",4.75713056072116e-26,1.50019199583985e-25
"PBANKA_1039600","OK","negbinomial.size",1.81654088626364e-11,3.0690823004944e-11
"PBANKA_1039800","OK","negbinomial.size",1.17439827875924e-48,8.58405521550713e-48
"PBANKA_1040521","OK","negbinomial.size",9.10662386749284e-22,2.37294957272283e-21
"PBANKA_1100441","OK","negbinomial.size",1.66273349972285e-33,7.24296789651997e-33
"PBANKA_1101000","OK","negbinomial.size",1.9322123474615e-34,8.72530444861543e-34
"PBANKA_1101100","OK","negbinomial.size",1.54841449762307e-18,3.5756559684067e-18
"PBANKA_1102000","OK","negbinomial.size",3.22839615703131e-07,4.67196591516695e-07
"PBANKA_1102200","OK","negbinomial.size",1.21205666251087e-06,1.69295363792004e-06
"PBANKA_1103000","OK","negbinomial.size",9.34209341586922e-27,3.08128320121882e-26
