"","pf.33","pf.34","pf.69","pf.83","pf.98","pf.177","pf.243","pf.260","pf.263","pf.264","pf.277","pf.280","pf.338","pf.340","pf.341","pf.353","pf.354","pf.356","pf.357","pf.370","pf.371","pf.373"
"PF3D7_1400200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1400300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1400400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1400500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1400600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1400700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1400800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1401000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1401100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1401200",0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1401300",0,0,0,0,435,0,0,0,0,0,0,255,0,46,0,0,0,0,0,0,0,0
"PF3D7_1401400",0,0,1288,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1401500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1401600",0,57,0,28,0,8,57,0,0,5,0,0,0,2788,0,0,0,0,14,0,0,0
"PF3D7_1401700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1401800",0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,43,0
"PF3D7_1401900",0,88,0,83,0,23,28,270,29,30,836,153,271,250,1,18,41,89,496,228,102,0
"PF3D7_1402000",0,0,0,0,0,0,8,0,0,0,0,51,0,0,0,0,0,0,243,0,0,0
"PF3D7_1402100",0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,98,0,0,3,0,0
"PF3D7_1402200",0,0,0,0,0,0,0,0,0,73,0,244,1,0,0,0,0,2,0,0,60,0
"PF3D7_1402300",0,0,0,0,0,13,0,0,0,0,0,0,31,0,2,0,0,0,0,0,0,0
"PF3D7_1402400",0,2,0,0,0,0,3,16,5,0,0,0,0,0,0,0,0,0,85,0,6,0
"PF3D7_1402500",0,0,4,25,62,3,0,0,12,0,0,1,0,22,0,0,44,0,78,0,0,0
"PF3D7_1402700",0,55,0,26,0,7,0,0,0,1,0,0,1,194,0,0,0,0,0,0,112,0
"PF3D7_1402800",12,0,7,23,32,0,1,0,3,0,0,109,5,0,0,1677,0,63,0,0,13,0
"PF3D7_1402900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1403000",0,35,0,0,0,0,327,0,0,0,0,0,0,0,3,93,3,1,0,0,0,0
"PF3D7_1403100",49,332,0,106,1,3,189,173,52,104,0,241,32,99,77,570,85,0,1223,1,65,36
"PF3D7_1403200",0,0,0,0,0,46,0,0,0,43,0,0,90,7,0,0,0,0,0,0,0,0
"PF3D7_1403300",0,43,0,0,0,7,188,105,0,0,0,193,0,0,52,1,7,0,141,0,0,86
"PF3D7_1403400",0,20,0,12,0,29,156,77,5,0,0,884,0,2,83,1024,0,0,24,0,0,210
"PF3D7_1403500",0,24,0,0,0,2,27,0,0,1,0,151,0,40,22,19,0,0,0,3,0,2
"PF3D7_1403600",0,0,0,0,0,0,0,51,0,0,1,0,0,0,338,0,0,0,0,1,0,1
"PF3D7_1403700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0
"PF3D7_1403800",0,315,0,33,0,19,451,275,11,17,0,588,0,115,110,1246,0,72,1398,0,18,873
"PF3D7_1403900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1404000",10,0,4,6,297,2,0,0,41,27,15,0,82,139,0,0,19,31,0,0,62,0
"PF3D7_1404100",0,0,1,21,0,0,0,0,1,29,0,0,0,0,0,0,0,45,0,0,0,0
"PF3D7_1404200",3,27,0,77,0,18,6,0,184,90,1,352,33,84,0,0,8,48,181,0,0,853
"PF3D7_1404300",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1404400",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1404500",0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1404600.1",0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1404600.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1404600.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1404700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1404800",0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0
"PF3D7_1404900",0,3,8,0,14,8,0,7,0,0,0,3,2,19,181,0,82,7,0,7,0,59
"PF3D7_1405000",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"PF3D7_1405100",14,0,0,20,8,22,0,4,21,15,0,0,0,1,0,166,11,0,42,4,8,0
"PF3D7_1405200",0,0,0,0,0,4,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0,2
"PF3D7_1405300",0,0,0,18,0,0,0,20,25,0,612,0,0,34,0,0,0,0,348,0,0,0
"PF3D7_1405400",0,37,0,0,0,26,0,163,5,0,0,0,0,0,0,186,0,0,0,0,0,0
"PF3D7_1405500",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"PF3D7_1405600",0,0,0,0,0,0,160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PF3D7_1405700",0,33,0,0,0,13,11,0,0,28,0,6,37,0,0,0,0,2,9,0,1,10
"PF3D7_1405800",1,47,0,34,0,0,0,0,27,1,0,0,1,256,63,15,0,1,0,0,17,0
"PF3D7_1405900",0,0,18,0,492,28,0,0,6,0,0,0,18,0,0,102,2,0,0,4,11,0
"PF3D7_1406000",1,0,0,7,0,0,0,0,9,1,0,0,0,0,0,0,0,49,0,0,0,0
"PF3D7_1406100",0,0,1,0,6,11,0,8,5,0,0,0,41,5,0,0,1,2,0,2,0,0
"PF3D7_1406200",16,0,300,14,344,20,292,98,0,17,0,84,29,788,456,497,33,0,0,1,201,32
"PF3D7_1406300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1406400",0,0,0,73,0,0,1,0,0,0,0,70,16,0,184,88,0,4,0,0,0,0
"PF3D7_1406500",0,12,0,4,0,0,78,23,0,0,33,11,0,0,24,113,0,0,11,0,0,0
"PF3D7_1406600",4,38,1,0,0,2,0,0,1,28,0,0,46,0,0,0,0,0,0,0,11,0
"PF3D7_1406700",0,0,0,0,0,1,0,0,0,39,0,4,1,0,0,0,0,0,0,0,10,0
"PF3D7_1406800",0,0,0,0,0,0,0,0,21,10,0,1,17,0,0,0,0,0,0,0,1,0
"PF3D7_1406900",0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1407000",0,0,0,0,0,11,0,0,44,273,0,0,30,459,0,0,0,23,0,1,2,0
"PF3D7_1407100",0,0,0,0,259,0,0,0,0,0,0,0,0,0,21,0,1,2,18,0,0,2
"PF3D7_1407200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"PF3D7_1407300",58,0,0,8,436,0,0,0,0,11,0,0,0,268,0,0,0,0,0,0,4,28
"PF3D7_1407400",5,0,0,0,0,22,0,0,15,0,0,0,1,3,0,0,0,8,2,33,6,158
"PF3D7_1407500",1,0,0,0,0,7,0,0,0,0,0,0,0,107,0,0,70,0,0,0,0,0
"PF3D7_1407600",4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1407700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1407800",0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1407900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1408000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1408100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1408200",0,0,0,1,0,3,0,123,0,12,0,11,40,0,198,7,8,19,118,89,33,573
"PF3D7_1408300",0,7,0,0,0,0,4,1,0,0,0,26,0,0,0,0,0,0,99,0,0,0
"PF3D7_1408400",12,107,0,4,28,0,47,339,0,0,0,810,0,1,369,242,4,0,184,0,0,339
"PF3D7_1408500",0,0,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1408600",0,153,340,26,547,0,690,31,0,0,0,0,0,0,0,0,56,10,1129,0,0,154
"PF3D7_1408700",74,320,37,62,0,94,400,72,172,206,13,619,261,324,3042,604,27,68,874,5,165,316
"PF3D7_1408800",3,39,1,0,0,0,137,23,0,0,0,82,0,0,50,106,0,0,51,0,37,29
"PF3D7_1408900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1409000",0,0,0,3,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1409100",0,0,0,0,0,12,0,0,2,42,0,0,0,10,0,0,0,7,0,1,0,0
"PF3D7_1409200.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1409200.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1409300",0,0,0,9,0,0,0,0,0,0,0,0,64,0,0,40,0,7,0,55,0,0
"PF3D7_1409400",3,0,0,5,0,22,0,111,165,157,2,0,43,170,0,301,1,59,0,4,65,0
"PF3D7_1409500",0,0,0,33,0,0,0,0,0,0,0,75,0,60,0,0,0,0,0,0,5,0
"PF3D7_1409600",1,26,194,9,39,11,0,49,90,7,0,124,129,171,0,0,0,56,498,0,40,0
"PF3D7_1409700",4,0,1,0,17,0,0,0,0,49,0,13,0,74,1,0,0,0,0,0,0,0
"PF3D7_1409800",0,0,0,0,0,45,0,0,0,0,0,0,190,0,116,5,0,79,0,2,3,0
"PF3D7_1409900",40,164,0,93,15,11,65,0,6,82,2254,0,44,11,111,1,3,13,31,21,0,14
"PF3D7_1410000",4,0,0,0,0,33,0,0,1,10,0,0,0,11,0,0,0,1,0,5,0,0
"PF3D7_1410100",2,174,0,0,0,29,0,33,0,162,0,0,0,162,0,0,0,0,0,0,0,3
"PF3D7_1410200",0,59,0,23,1,10,0,0,0,36,0,0,2,18,0,0,0,0,0,0,0,0
"PF3D7_1410300",0,102,0,0,0,29,6,295,20,31,1,72,4,53,54,771,0,4,194,30,8,1
"PF3D7_1410400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1410500",0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1410600",33,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,107,0,0,0,0
"PF3D7_1410700",0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1410800",3,0,0,0,0,0,0,0,0,0,0,0,29,23,0,0,0,0,0,0,0,0
"PF3D7_1410900",0,32,166,5,0,5,0,0,7,0,0,57,50,0,238,0,0,0,0,0,0,0
"PF3D7_1411000.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1411000.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1411100.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1411100.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1411200",0,5,0,0,0,0,74,91,90,44,0,0,1,0,83,64,0,0,2,2,36,33
"PF3D7_1411300",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,45
"PF3D7_1411400",6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,145,0,0,0
"PF3D7_1411500",0,0,0,0,0,1,0,88,0,5,0,25,0,2,75,25,0,0,4,0,1,0
"PF3D7_1411600",0,0,0,0,0,0,0,0,0,28,0,0,0,0,4,0,0,7,0,0,0,0
"PF3D7_1411700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"PF3D7_1411800",0,1,0,0,0,0,11,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0
"PF3D7_1411900",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1412000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1412100",0,0,0,0,0,0,0,90,0,0,0,0,0,0,9,0,0,0,17,0,0,0
"PF3D7_1412200",0,0,0,0,0,0,0,162,0,0,0,0,17,50,6,9,0,0,0,0,0,0
"PF3D7_1412300",0,29,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,1,0,0,51,6
"PF3D7_1412400",13,0,0,0,0,7,3,20,22,60,0,418,166,88,0,55,42,84,604,0,156,47
"PF3D7_1412500",7,41,1,0,0,0,187,0,0,0,0,346,0,0,0,0,0,0,0,0,0,94
"PF3D7_1412600",9,0,0,10,0,0,0,265,0,0,0,139,0,0,0,0,0,0,71,130,0,0
"PF3D7_1412700",4,0,0,0,0,0,0,0,16,0,0,4,1,0,45,0,0,0,0,0,0,0
"PF3D7_1412800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0
"PF3D7_1412900.1",68,0,0,110,0,0,0,304,96,64,0,1,67,0,5408,0,0,0,0,0,0,1
"PF3D7_1412900.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1413000",0,35,0,0,0,0,3,194,0,0,0,113,1,0,14,0,0,0,1,0,0,12
"PF3D7_1413100",0,67,0,0,0,12,95,142,1,0,0,290,33,41,18,200,0,0,978,0,0,0
"PF3D7_1413200",13,171,0,41,0,28,647,974,0,0,0,513,35,42,2597,523,17,25,767,56,0,235
"PF3D7_1413300",7,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,88,3,0,0,0,0
"PF3D7_1413400",0,0,0,0,0,2,0,0,0,8,0,0,1,1,0,0,3,0,0,0,10,0
"PF3D7_1413500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"PF3D7_1413600",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,0,0,0,0,0,1
"PF3D7_1413700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
"PF3D7_1413800",0,0,0,0,62,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1413900",34,1,0,0,0,0,0,0,90,0,0,44,0,0,0,0,22,0,0,0,0,0
"PF3D7_1414000",0,92,0,0,0,103,0,218,138,0,0,559,15,167,0,0,0,0,0,0,46,0
"PF3D7_1414100",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0
"PF3D7_1414200",0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"PF3D7_1414300",48,102,0,0,1511,92,0,0,0,3,0,0,0,1589,6074,0,46,102,398,1,0,0
"PF3D7_1414400",0,0,0,36,0,0,0,412,0,0,0,0,68,0,0,0,0,68,0,0,0,0
"PF3D7_1414500",35,0,91,267,0,166,26,0,183,142,0,7,440,598,0,0,149,93,3,155,440,0
"PF3D7_1414600",53,0,3,41,0,17,0,0,54,160,0,290,63,99,0,0,0,0,3,0,165,0
"PF3D7_1414700",0,0,44,9,45,11,0,43,112,29,0,0,18,56,0,0,25,5,0,3,0,0
"PF3D7_1414800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1414900",0,0,0,25,0,4,0,0,0,0,0,0,0,0,604,0,77,3,0,0,0,0
"PF3D7_1415000",0,14,0,16,0,34,0,38,0,0,0,149,0,16,0,24,0,0,3,0,0,0
"PF3D7_1415100",0,15,13,8,9,31,25,22,13,58,12,2,21,5,34,290,14,13,272,11,10,70
"PF3D7_1415200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1415300",0,0,0,0,0,0,0,0,236,0,0,0,0,448,0,0,60,0,0,0,0,0
"PF3D7_1415400",10,1,0,0,0,1,0,37,0,0,0,69,0,1,9,21,45,0,3,0,153,16
"PF3D7_1415500",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"PF3D7_1415600",0,23,0,34,0,0,43,120,3,10,0,130,0,11,0,0,2,15,176,0,2,175
"PF3D7_1415700",0,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,21,0,8,0,0
"PF3D7_1415800",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1415900",0,0,0,0,0,14,0,187,0,0,0,29,0,0,0,0,0,0,0,19,0,115
"PF3D7_1416000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1416100",11,24,0,79,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,33,0
"PF3D7_1416200",0,0,0,5,0,0,1,0,0,147,0,18,13,46,0,1,125,0,0,1,9,0
"PF3D7_1416300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,26,0,0
"PF3D7_1416400",2,0,0,28,0,15,0,0,8,78,0,111,196,98,0,27,37,88,0,3,55,0
"PF3D7_1416500",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"PF3D7_1416600",1,0,1,34,0,36,0,0,0,82,35,0,19,18,0,0,0,26,0,34,159,35
"PF3D7_1416700",4,0,0,3,0,95,0,0,45,187,1407,0,1,103,0,0,1,55,0,0,36,0
"PF3D7_1416800",0,0,1,0,0,15,0,0,0,59,0,0,0,0,0,0,0,0,0,0,121,0
"PF3D7_1416900",0,63,0,1,0,0,110,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0
"PF3D7_1417000",0,0,0,0,0,2,0,0,25,0,0,0,113,0,0,0,0,0,0,0,0,0
"PF3D7_1417100",0,0,0,0,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1417200",24,13,136,167,116,40,0,65,196,32,1028,1,106,261,15,352,106,33,140,65,44,0
"PF3D7_1417300",0,2,0,0,1,6,0,0,19,4,0,0,0,35,0,0,63,5,0,14,2,0
"PF3D7_1417500",6,183,0,163,753,0,7,1136,0,174,0,6,0,0,9,0,0,0,0,2,1,645
"PF3D7_1417600",6,0,44,12,587,30,0,3,14,19,0,35,81,105,5,27,0,1,0,33,5,47
"PF3D7_1417700",0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0
"PF3D7_1417800",0,180,0,45,0,0,822,874,0,34,0,268,28,0,3718,233,0,2,428,0,66,118
"PF3D7_1417900",21,0,0,48,0,13,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1418000",0,7,0,0,0,1,2,161,39,0,0,544,0,0,0,0,0,0,0,0,0,0
"PF3D7_1418100",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1418200",0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1418300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1418900",0,10,0,0,1,3,0,0,0,1,0,0,0,0,98,7,0,0,67,0,0,3
"PF3D7_1419000",12,0,0,42,0,35,3,105,41,0,0,0,17,30,0,83,10,3,32,18,10,1
"PF3D7_1419100",3,0,0,0,73,26,0,0,24,3,112,0,0,46,0,1,75,1,0,5,0,0
"PF3D7_1419200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1419300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1419400",7,48,119,17,0,6,0,0,0,6,0,0,2,0,1,322,0,22,38,0,4,119
"PF3D7_1419500",0,0,0,0,0,0,0,0,1,16,0,0,0,100,0,0,0,0,0,10,244,346
"PF3D7_1419600",9,17,0,22,0,25,54,0,132,61,5,0,67,31,2,0,79,37,0,90,62,0
"PF3D7_1419700",0,90,137,2,0,1,0,0,0,3,0,0,0,6,1616,0,21,1,313,0,1,0
"PF3D7_1419800.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1419800.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1419900",0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,545,1,0,0
"PF3D7_1420000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630,0,7,0
"PF3D7_1420100",0,0,1,18,0,6,0,0,87,38,0,0,0,38,0,0,56,0,0,39,158,0
"PF3D7_1420200",0,17,0,12,0,4,1,0,0,21,0,0,0,8,261,0,0,0,3,1,81,1
"PF3D7_1420300",1,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0
"PF3D7_1420400",28,0,0,0,0,11,0,0,7,3,2126,0,40,0,0,0,91,20,0,0,117,0
"PF3D7_1420500",0,14,0,0,0,0,31,312,18,59,0,0,0,0,0,106,0,0,63,0,0,0
"PF3D7_1420600",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"PF3D7_1420700",0,0,3604,0,2224,26,0,0,0,0,0,0,0,0,22,265,0,0,0,84,6,0
"PF3D7_1420800",0,10,0,0,0,0,0,34,0,0,0,156,0,0,0,1,0,0,0,0,0,2
"PF3D7_1420900",0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0
"PF3D7_1421000",5,0,0,175,0,125,0,0,60,238,0,0,110,667,0,0,0,97,330,0,54,0
"PF3D7_1421100",0,0,0,0,0,0,0,87,0,12,0,0,2,0,0,0,0,0,0,2,0,0
"PF3D7_1421200",0,0,0,39,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,4,0
"PF3D7_1421300",1,121,0,1,0,26,471,278,22,0,0,464,0,0,446,223,22,2,347,24,0,46
"PF3D7_1421400",2,2,0,5,0,0,0,0,5,23,0,85,0,2,70,0,0,0,28,12,0,3
"PF3D7_1421500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1421600",0,0,0,0,0,0,0,0,0,10,352,0,27,6,0,95,0,0,0,0,0,0
"PF3D7_1421800",371,0,0,1181,0,263,0,0,563,892,3882,0,286,1932,0,181,102,342,3,7,104,0
"PF3D7_1421900",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1422000",2,0,0,19,0,4,0,0,80,0,0,0,0,61,4,0,1,49,0,0,10,0
"PF3D7_1422100",9,0,0,36,0,0,0,0,10,60,0,0,0,0,318,0,6,0,0,0,0,74
"PF3D7_1422200",44,0,0,60,0,38,0,0,29,75,0,46,122,213,0,1,79,43,65,55,199,307
"PF3D7_1422300",2,0,0,7,0,0,0,0,13,28,0,0,0,85,0,0,0,18,0,17,50,4
"PF3D7_1422400",0,0,0,32,0,12,0,0,0,0,7,0,4,0,33,0,254,4,2,0,47,0
"PF3D7_1422500",142,75,0,71,0,106,0,677,263,273,1,0,236,1129,1,0,0,138,0,0,140,0
"PF3D7_1422600",0,18,0,0,0,9,0,113,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"PF3D7_1422700",4,2,5,0,0,71,29,55,0,11,0,0,39,9,0,436,1,0,33,0,5,0
"PF3D7_1422800",0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,627,0,0,0
"PF3D7_1422900",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PF3D7_1423000",8,22,0,0,17,0,5,24,0,0,0,0,0,0,6,0,0,0,210,4,8,0
"PF3D7_1423100",11,0,0,63,0,66,0,0,0,48,117,0,97,21,0,0,2,5,0,8,52,14
"PF3D7_1423200",0,0,37,0,0,7,0,0,0,11,120,0,0,0,0,0,0,0,51,0,0,0
"PF3D7_1423300",0,0,0,0,0,0,0,0,0,22,0,148,0,348,0,0,5,20,0,0,0,0
"PF3D7_1423400",13,0,0,24,0,10,0,0,16,7,0,0,3,100,0,0,54,17,0,1,46,0
"PF3D7_1423500",0,0,0,0,1,5,0,0,0,0,0,0,19,1,0,1,0,0,0,0,13,0
"PF3D7_1423600",1,0,0,26,2,62,0,31,5,59,329,0,63,151,0,0,84,37,0,3,72,0
"PF3D7_1423700",53,28,992,12,771,68,328,457,100,80,5,178,1,76,1348,637,17,0,0,1,49,136
"PF3D7_1423800",17,0,72,34,144,0,0,0,0,5,0,0,0,12,0,6,17,25,1,0,33,0
"PF3D7_1424100",6,16,27,0,0,0,4,4,0,32,0,120,0,151,11,1,0,0,0,0,53,57
"PF3D7_1424400",0,0,131,0,540,41,0,0,0,0,0,0,1,65,82,0,5,3,0,3,23,0
"PF3D7_1425200",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"PF3D7_1425300",17,0,0,76,0,12,6,0,16,40,0,0,55,23,131,0,50,16,142,7,43,0
"PF3D7_1425400",8,15,1,120,0,23,0,174,89,10,0,178,196,427,0,0,55,41,94,0,6,4
"PF3D7_1425500",0,16,0,0,0,13,63,3,7,0,0,95,0,30,312,165,49,2,56,0,13,17
"PF3D7_1425600",40,15,0,0,0,8,26,282,42,29,0,954,34,0,648,14,2,0,1534,0,0,271
"PF3D7_1425700",0,0,0,0,0,0,0,0,14,20,0,0,23,0,0,38,4,0,0,0,1,0
"PF3D7_1425800",0,38,0,0,0,6,27,0,0,23,0,24,0,5,0,0,0,0,215,0,0,11
"PF3D7_1425900",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1426000",5,26,39,9,260,2,0,0,0,2,0,56,0,30,0,0,0,2,57,0,0,0
"PF3D7_1426100",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,0
"PF3D7_1426200",0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0
"PF3D7_1426300",0,0,0,2,0,0,36,247,0,0,0,7,0,0,49,4,1,0,12,0,0,0
"PF3D7_1426400",0,0,0,0,0,0,30,35,3,0,0,14,0,0,5,59,0,0,0,0,0,0
"PF3D7_1426500",108,85,0,35,0,40,4,0,272,80,0,0,0,275,0,0,0,73,0,0,12,0
