"","pf.33","pf.34","pf.69","pf.83","pf.98","pf.177","pf.243","pf.260","pf.263","pf.264","pf.277","pf.280","pf.338","pf.340","pf.341","pf.353","pf.354","pf.356","pf.357","pf.370","pf.371","pf.373"
"PF3D7_1351200",0,0,7,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"PF3D7_1351300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1351400",0,0,22,0,0,6,0,0,1,3,1,2,0,1,1,1,0,3,0,0,0,1
"PF3D7_1351600",1985,0,0,3419,0,1949,0,140,3243,4632,4211,0,1620,13052,1,0,970,611,0,1228,1279,0
"PF3D7_1351700",1,0,0,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,2,0,0
"PF3D7_1351800.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1351800.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1351900",10,0,18,43,0,15,0,0,24,0,0,0,19,15,0,3,86,0,29,0,0,0
"PF3D7_1352000",15,111,0,1,14,10,2,67,0,0,0,2,0,15,0,311,0,0,0,0,17,0
"PF3D7_1352100",3,0,33,0,39,15,0,0,0,0,0,0,0,0,0,0,88,1,0,2,28,0
"PF3D7_1352200",0,0,31,0,0,8,0,0,0,0,0,3,0,1,0,0,0,3,493,0,0,0
"PF3D7_1352300",0,0,0,2,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,22
"PF3D7_1352400",1,0,0,12,0,6,229,109,0,0,0,80,13,0,0,6,0,7,75,0,0,128
"PF3D7_1352500",26,0,237,74,0,0,0,374,49,0,0,0,0,217,0,0,74,0,598,0,0,62
"PF3D7_1352600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0
"PF3D7_1352700",0,60,14,0,84,6,0,40,0,29,0,5,0,0,0,0,18,0,0,0,0,2
"PF3D7_1352800",0,3,0,4,0,0,0,249,0,19,0,49,46,17,0,0,0,0,0,0,0,0
"PF3D7_1352900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1353100",0,0,1273,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1353200",0,0,152,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1353300",63,0,18,153,437,17,0,0,0,100,40,0,146,96,66,0,30,32,0,0,495,5
"PF3D7_1353400",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,38,0,0,0,11
"PF3D7_1353500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"PF3D7_1353600",0,0,113,0,0,5,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
"PF3D7_1353700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1353800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1353900",0,0,0,0,0,0,0,0,0,0,0,0,0,183,104,0,0,0,0,0,0,0
"PF3D7_1354000",2,0,0,11,0,0,1,0,0,0,0,12,0,11,0,0,1,2,6,10,33,0
"PF3D7_1354100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1354200",8,0,0,18,0,22,0,0,4,80,0,0,20,5,0,0,33,31,0,15,63,0
"PF3D7_1354300",0,0,0,108,292,6,0,0,0,29,0,0,19,240,0,0,2,45,0,0,0,0
"PF3D7_1354400",37,0,0,0,0,0,0,386,0,148,0,0,0,0,0,0,0,0,0,0,0,1202
"PF3D7_1354500",0,0,0,15,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0
"PF3D7_1354600",0,0,0,0,0,2,0,76,1,0,0,0,0,0,0,5,0,0,0,0,1,0
"PF3D7_1354700",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1354800",0,0,0,0,0,0,0,0,0,0,0,0,1,526,0,20,0,0,0,0,0,0
"PF3D7_1354900",0,23,0,0,0,7,0,0,16,0,0,0,10,73,420,60,0,0,24,0,0,0
"PF3D7_1355100",0,319,0,0,0,0,703,98,5,0,0,2648,0,0,65,550,0,185,4254,3,7,1
"PF3D7_1355200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1355300",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"PF3D7_1355500",0,0,0,0,0,0,0,55,0,0,0,0,0,0,153,0,25,0,0,7,0,0
"PF3D7_1355600",0,4,0,2,0,19,0,0,0,0,0,55,0,28,153,0,0,1,244,0,0,16
"PF3D7_1355700",0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,37
"PF3D7_1355800",0,0,0,0,0,0,157,0,0,0,0,0,0,0,1186,0,0,0,0,0,0,0
"PF3D7_1355900",0,2,0,15,0,47,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0
"PF3D7_1356000",87,0,0,270,0,298,0,0,278,353,359,0,236,384,0,0,309,199,0,172,421,0
"PF3D7_1356100",143,0,0,177,0,383,0,0,270,409,434,0,470,591,0,2,608,327,5,114,542,0
"PF3D7_1356200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1356300",0,43,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1356400",9,0,0,0,0,0,0,0,0,0,0,0,37,46,0,0,0,0,325,0,0,9
"PF3D7_1356500",0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,17,0,0,0,0
"PF3D7_1356600",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4
"PF3D7_1356700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1356800",51,0,1,155,0,226,109,16,210,192,1030,0,538,569,0,101,262,183,0,131,472,2
"PF3D7_1356900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1357000",0,0,0,0,486,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,1,0
"PF3D7_1357100",0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1357200",0,0,0,25,0,0,0,0,55,0,0,0,0,0,0,0,0,24,0,0,0,0
"PF3D7_1357300",0,26,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1357400",2,10,0,0,0,3,0,0,55,3,0,45,19,87,533,20,101,20,85,7,9,1
"PF3D7_1357500",19,102,0,0,0,0,192,762,0,15,0,62,0,0,1205,217,6,10,6,0,0,874
"PF3D7_1357600",6,0,0,2,0,0,0,0,0,37,0,0,0,31,0,0,0,0,0,0,10,0
"PF3D7_1357700",0,0,0,0,0,27,0,0,0,29,0,266,41,3,0,0,0,0,0,0,0,0
"PF3D7_1357800",0,0,0,0,1542,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1357900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,8,0
"PF3D7_1358000",6,5,0,6,0,4,0,69,54,8,0,0,32,25,0,0,17,9,0,4,16,0
"PF3D7_1358100",22,88,4,10,19,6,0,0,0,0,0,0,0,0,2473,0,0,0,0,1,139,135
"PF3D7_1358200",0,2,0,0,98,0,0,256,0,0,0,0,15,5,0,0,0,0,166,0,2,0
"PF3D7_1358300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33
"PF3D7_1358400",0,26,0,14,0,31,2,0,9,0,85,13,0,0,0,0,0,9,0,0,0,0
"PF3D7_1358500",0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1358600",369,67,0,1127,0,661,160,104,1283,1288,251,326,1032,3415,1653,399,1268,909,351,625,1970,150
"PF3D7_1358700",0,9,0,13,0,0,0,0,1,14,0,0,3,0,0,0,0,0,0,0,12,0
"PF3D7_1358800",25,109,721,0,679,36,0,0,73,39,0,190,29,1258,0,0,1,157,4,0,1,10
"PF3D7_1358900",0,0,164,0,0,10,0,0,0,50,0,0,5,0,0,0,0,0,0,0,0,0
"PF3D7_1359000",0,0,0,0,0,11,22,0,3,77,29,139,29,19,7,0,0,2,0,4,31,0
"PF3D7_1359100",0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1359200",18,17,0,1,0,19,5,91,39,61,163,430,0,79,0,10,10,2,169,17,0,26
"PF3D7_1359300",0,15,0,7,67,0,2,155,1,0,0,505,3,0,0,0,0,1,152,0,0,3
"PF3D7_1359400",0,1,8,30,0,135,0,935,105,0,0,2,0,14,3,1159,2,8,0,0,0,0
"PF3D7_1359500",1,0,0,10,0,0,0,0,0,3,0,0,0,68,0,0,1,0,0,0,0,0
"PF3D7_1359600",18,30,0,44,0,60,0,0,24,52,0,166,53,310,0,0,73,0,0,30,101,0
"PF3D7_1359700",9,0,0,11,0,15,0,0,29,74,31,0,66,23,0,0,13,37,0,36,59,0
"PF3D7_1359800",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"PF3D7_1359900",9,23,0,6,0,16,14,228,34,144,308,0,27,170,9,101,86,137,482,3,129,4
"PF3D7_1360000",0,0,0,102,0,31,0,0,82,200,0,0,0,252,2394,0,11,0,0,0,0,0
"PF3D7_1360100",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
"PF3D7_1360200",0,0,0,55,174,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1360300",0,0,0,1,0,1,0,0,8,13,5,0,22,15,0,0,2,4,0,0,21,0
"PF3D7_1360400",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,487,0,0,0,2,58,0
"PF3D7_1360500",6,4,0,9,0,29,0,4,26,1,0,23,7,15,709,1,6,12,46,91,5,216
"PF3D7_1360700",18,196,0,0,0,0,122,0,0,0,0,4,0,0,0,0,0,12,291,0,0,0
"PF3D7_1360800",0,0,36,37,0,18,0,0,3,26,0,0,126,25,0,0,0,21,0,1,0,0
"PF3D7_1360900.1",0,7,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"PF3D7_1361000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,0,0,0,0,0,0,0
"PF3D7_1361100",0,0,0,0,0,0,0,583,0,0,0,0,0,767,0,0,0,0,0,0,0,0
"PF3D7_1361200",1,0,19,35,76,3,0,42,106,0,0,432,30,85,21,666,0,48,0,24,0,18
"PF3D7_1361300",81,0,0,371,0,90,0,0,442,240,1162,3,92,503,0,0,21,140,0,2,225,0
"PF3D7_1361400",9,0,0,43,0,7,0,0,23,7,2,30,6,17,0,0,3,11,89,2,28,108
"PF3D7_1361500.1",0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,3,0,0,0
"PF3D7_1361500.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1361600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1361700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PF3D7_1361800",381,0,0,144,0,256,0,0,217,548,0,0,488,453,0,0,354,104,0,149,859,1
"PF3D7_1361900",0,12,0,0,0,0,189,0,0,0,0,789,0,0,3520,111,0,0,0,0,0,15
"PF3D7_1362000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1362100",4,0,0,0,0,9,0,0,46,8,0,0,9,1612,0,0,0,93,0,195,97,0
"PF3D7_1362200",0,0,0,0,0,4,0,0,0,0,0,0,17,0,661,0,0,0,0,0,0,2
"PF3D7_1362300",0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,56,0,5,0
"PF3D7_1362400",16,2,0,32,0,64,30,0,142,26,15,0,121,21,0,0,245,65,33,0,171,36
"PF3D7_1362500",1,1,0,2,0,1,0,0,0,5,6,0,3,44,0,0,3,15,1,5,2,3
"PF3D7_1362600",229,0,0,1061,0,619,0,0,964,643,3840,0,858,2463,0,0,880,455,0,1129,632,0
"PF3D7_1362700",0,67,0,125,0,33,577,36,61,0,0,173,2,294,10,1,0,12,27,5,33,348
"PF3D7_1362800",0,0,0,1,0,0,528,0,34,36,0,12,2,0,0,2,0,17,1,0,35,97
"PF3D7_1362900",113,0,39,283,0,291,0,0,514,232,1733,0,549,1308,11,0,416,75,0,45,505,0
"PF3D7_1363000",0,0,0,4,2,5,0,0,1,0,4,0,0,6,2,1,1,1,2,0,0,2
"PF3D7_1363100",0,1,0,1,0,0,0,0,5,0,0,0,69,0,0,136,0,2,1,0,13,0
"PF3D7_1363200",0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0
"PF3D7_1363300",2,44,0,0,0,0,0,0,25,0,0,238,0,0,0,0,0,0,0,0,0,0
"PF3D7_1363400",5,0,0,0,0,0,0,0,0,30,0,161,2,0,74,0,0,8,0,1,0,0
"PF3D7_1363500",0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,29,0,88,31,49,0
"PF3D7_1363600",0,0,0,0,0,0,0,0,48,1,0,162,0,0,0,45,0,0,215,0,0,0
"PF3D7_1363700",0,0,0,0,0,6,0,0,43,0,0,0,11,0,0,0,0,4,0,0,0,0
"PF3D7_1363800",4,0,0,0,0,1,0,0,74,0,0,97,0,0,86,0,0,0,51,1,33,0
"PF3D7_1364000",0,5,0,0,0,2,0,0,3,0,0,0,0,0,7,6,24,0,18,0,0,0
"PF3D7_1364100",21,0,0,150,0,34,0,0,56,75,0,0,0,140,0,0,10,0,0,22,1,0
"PF3D7_1364200",0,0,0,0,1,0,0,0,0,21,0,0,13,0,0,0,0,68,0,0,0,0
"PF3D7_1364300",0,22,55,4,124,1,0,5,0,1,0,0,14,5,64,5,0,2,20,0,2,1
"PF3D7_1364400",0,74,3,6,142,3,0,16,0,47,0,3,1,0,0,1,17,2,0,0,70,0
"PF3D7_1364500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"PF3D7_1364600",0,0,0,79,0,0,0,0,78,0,0,0,1,67,0,0,0,4,0,49,0,0
"PF3D7_1364800",0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1364900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1365000",0,0,0,1,1,4,0,0,0,0,0,0,0,5,0,0,15,3,0,2,21,1
"PF3D7_1365100",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,1,0,0,0,0
"PF3D7_1365200",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,107,0
"PF3D7_1365300",3,0,0,0,0,0,0,0,0,0,0,65,0,0,0,4,0,24,0,0,0,1
"PF3D7_1365400",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"PF3D7_1365500",22,0,0,59,0,19,0,0,98,95,0,0,0,0,0,0,1,8,0,0,0,0
"PF3D7_1365600",25,0,0,0,1,4,271,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0
"PF3D7_1365700",0,0,0,66,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"PF3D7_1365800",0,0,0,0,0,1,168,0,0,10,0,62,0,13,38,0,0,28,0,0,10,0
"PF3D7_1365900",0,16,463,26,0,0,0,370,86,2,0,139,0,217,10,103,0,0,575,0,94,15
"PF3D7_1366000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1366100",0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,49,0,0,0
"PF3D7_1366200",0,0,0,13,0,0,0,184,0,0,0,0,1,48,0,0,0,0,0,0,0,0
"PF3D7_1366300",4,0,0,24,93,91,0,33,28,3,0,84,41,22,1,1,90,1,103,0,1,5
"PF3D7_1366400",11,0,0,16,0,4,39,0,22,125,0,0,12,192,26,0,42,10,0,12,9,2
"PF3D7_1366500",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,3
"PF3D7_1366600",0,2,0,32,1,7,0,0,0,6,10,0,0,43,0,0,42,0,0,0,1,252
"PF3D7_1366700",0,3,0,0,0,0,0,0,6,0,0,0,23,7,3,0,0,0,0,0,0,0
"PF3D7_1366800",0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0
"PF3D7_1366900",0,31,1,0,1,66,233,106,0,24,0,23,74,15,463,0,25,0,0,0,0,77
"PF3D7_1367000",0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,16,0,0,0,0,0
"PF3D7_1367100",0,0,0,0,0,0,1,0,0,0,0,0,0,7,61,0,0,2,437,0,0,2
"PF3D7_1367200",0,10,0,0,0,0,0,140,0,26,0,253,0,0,3,187,5,0,146,0,0,119
"PF3D7_1367300",4,7,0,0,0,0,0,34,0,0,0,0,0,0,0,5,0,0,28,0,0,1
"PF3D7_1367400",55,0,138,1,0,9,9,0,0,0,0,0,6,31,0,0,0,2,0,0,0,0
"PF3D7_1367500",38,0,0,58,0,46,0,0,28,201,0,0,38,565,0,0,153,188,0,0,28,0
"PF3D7_1367600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PF3D7_1367700",2,0,0,0,61,0,0,0,0,0,9,0,9,0,0,0,0,5,0,45,0,0
"PF3D7_1367800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1367900",0,0,0,5,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,40,0
"PF3D7_1368000",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1368100",0,0,0,0,24,12,0,0,6,0,0,0,148,0,0,0,0,0,0,0,0,1
"PF3D7_1368200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"PF3D7_1368300",0,0,0,0,0,10,0,1,6,0,0,0,22,14,0,9,31,0,0,15,22,0
"PF3D7_1368400",0,0,0,129,0,1,0,0,43,1,0,0,42,71,0,0,0,0,0,1,57,0
"PF3D7_1368500",0,0,0,4,0,0,0,0,0,0,0,0,1,12,0,0,0,4,0,0,0,0
"PF3D7_1368600",1,0,0,0,0,0,0,0,0,10,0,0,35,8,0,0,0,19,0,0,7,0
"PF3D7_1368700",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,356,2,0,0,0,3,17
"PF3D7_1368800",0,7,0,7,0,14,0,506,5,38,0,0,0,0,0,166,0,35,0,0,0,0
"PF3D7_1368900",0,0,0,0,0,20,0,0,9,0,0,0,0,0,0,0,0,11,0,0,1,0
"PF3D7_1369000",0,0,0,0,0,0,0,38,0,0,0,15,0,2,0,0,0,0,67,0,0,0
"PF3D7_1369100",0,0,0,3,0,0,24,0,0,24,0,0,0,11,0,0,93,3,4,0,15,0
"PF3D7_1369200",50,0,2,12,0,53,1,2,47,12,3,48,76,20,2,0,89,88,1,107,16,1
"PF3D7_1369300",22,0,0,6,0,37,0,0,0,75,0,0,79,8,0,0,61,22,0,2,21,0
"PF3D7_1369400",0,0,0,5,0,1,0,0,0,74,0,0,0,0,0,0,0,3,0,0,27,0
"PF3D7_1369500",0,0,4,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0
"PF3D7_1369600",0,0,0,23,0,0,126,0,18,0,0,0,0,0,0,0,9,0,0,0,7,260
"PF3D7_1369700",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"PF3D7_1370300",0,0,758,0,0,20,0,0,0,0,0,0,0,0,0,0,1,8,0,0,11,0
"PF3D7_1371500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1371700",0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1371800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1371900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1372000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1372100",3,9,0,0,0,0,0,0,14,0,0,164,0,0,25,24,0,13,0,0,12,0
"PF3D7_1372200",0,0,60,0,2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1372300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1372400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1372600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1372700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PF3D7_1372800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1373000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1373100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1373200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1373300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1373400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1373500",0,0,1,2,0,4,4,0,13,14,0,0,3,5,0,0,2,1,0,0,1,0
"PF3D7_1200100",0,0,0,2,0,2,0,0,4,14,18,11,57,16,0,0,0,3,0,0,0,0
"PF3D7_1200200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1200300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1200400",0,1,0,0,0,2,0,0,7,0,0,0,0,24,0,0,0,0,0,0,0,0
"PF3D7_1200500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1200600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1200610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1200700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1200800",0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"PF3D7_1200900",0,0,85,0,245,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"PF3D7_1201000",0,0,209,0,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1201100",0,0,0,0,0,0,0,0,0,0,0,29,0,0,52,0,0,0,0,0,0,0
"PF3D7_1201200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1201300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"PF3D7_1201400",0,13,0,0,0,0,0,0,0,0,0,123,0,0,0,249,0,0,0,2,0,0
"PF3D7_1201500",4,15,0,0,0,0,0,78,0,0,0,57,0,0,34,0,0,12,0,0,0,0
"PF3D7_1201600",86,10326,0,112,0,57,3655,11466,148,536,1,24470,4,137,12576,25911,144,71,23362,1,86,2472
"PF3D7_1201700",0,0,0,10,0,0,0,0,15,6,0,0,0,19,0,0,0,0,82,0,0,426
"PF3D7_1201800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PF3D7_1201900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"PF3D7_1202000",0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"PF3D7_1202100.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1202100.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1202200",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1729,0,0,0,0,0,0,0
"PF3D7_1202300",0,365,0,19,0,33,340,181,0,52,91,1106,0,2,890,1123,0,6,1021,2,5,635
"PF3D7_1202400",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"PF3D7_1202500",0,3,35,0,0,0,0,66,0,0,0,0,0,5,0,0,0,4,0,0,0,0
"PF3D7_1202600",70,0,302,183,372,13,0,1,51,155,6409,0,19,4,0,0,125,6,94,42,88,1
"PF3D7_1202700",0,0,0,12,0,0,0,0,40,0,0,0,0,0,0,0,0,10,0,0,4,0
"PF3D7_1202800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"PF3D7_1202900",0,10,2,0,92,0,3,230,0,23,0,0,0,31,0,14,0,7,0,0,0,2
"PF3D7_1203000",1,229,3,2,1,16,389,194,14,22,1,431,19,0,177,271,0,35,434,7,9,324
"PF3D7_1203100",1,0,0,15,0,10,4,22,7,6,0,15,1,0,0,105,36,12,0,0,20,3
"PF3D7_1203200",13,0,0,1,0,12,0,0,31,0,0,0,52,13,0,0,0,18,0,5,37,0
"PF3D7_1203300",6,0,0,12,0,0,0,0,0,0,0,276,0,9,1,0,0,13,0,0,0,0
"PF3D7_1203400",6,0,0,3,0,0,31,2,2,16,0,0,0,70,0,0,0,0,0,0,115,2
"PF3D7_1203500",27,0,0,0,0,0,0,0,48,6,0,72,9,273,5,0,0,17,0,0,5,0
"PF3D7_1203600",0,1,2,0,1,28,0,0,0,0,0,0,116,1,0,0,0,1,0,2,0,2
"PF3D7_1203700",21,161,0,0,0,1,122,355,34,36,0,1,86,0,0,0,56,39,0,0,0,0
"PF3D7_1203900",0,0,0,0,0,14,0,0,0,0,1370,0,16,193,0,0,3,82,0,12,0,0
"PF3D7_1204000",0,131,0,0,0,0,1,0,0,0,0,445,0,0,11,0,0,0,0,0,0,2
"PF3D7_1204100",1,0,0,2,0,3,0,0,0,0,344,6,24,6,47,0,14,8,0,0,5,0
"PF3D7_1204200",45,0,0,0,0,9,0,0,0,187,0,502,37,104,0,0,0,5,0,135,1,0
"PF3D7_1204300",0,0,50,141,613,0,2,0,0,0,0,0,0,9,0,0,1,0,0,0,124,24
"PF3D7_1204400",95,9,0,285,0,101,24,0,284,131,1108,0,396,674,0,0,99,57,0,2,243,0
"PF3D7_1204500",0,0,0,4,0,0,0,85,0,44,0,16,0,0,558,0,0,0,0,0,0,0
"PF3D7_1204600",0,0,0,0,0,4,0,0,0,0,553,0,0,3,0,163,32,0,0,0,70,0
"PF3D7_1204700",12,0,0,47,0,0,13,115,94,52,0,0,0,1,0,0,0,0,32,0,107,0
"PF3D7_1204900",0,3,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1205000",4,0,117,53,0,53,0,74,6,29,532,0,164,131,0,11,42,19,0,1,274,1
"PF3D7_1205100",41,0,0,39,570,0,0,0,0,0,0,0,0,0,0,71,0,8,1,2,0,0
