"","pm.19","pm.51","pm.65","pm.67","pm.82","pm.103","pm.114","pm.115","pm.145","pm.146","pm.161","pm.162","pm.178"
"PmUG01_04013200",1.58496250072116,1.58496250072116,3.58496250072116,0,6.28540221886225,0,1.58496250072116,0,4.08746284125034,0,0,0,6.2667865406949
"PmUG01_04013300",0,0,2.32192809488736,0,0,0,0,0,2.32192809488736,0,0,0,0
"PmUG01_04013400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04013500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04013600",2.8073549220576,2,3.8073549220576,5.16992500144231,0,5.20945336562895,3,1.58496250072116,1,0,1,5.04439411935845,3.90689059560852
"PmUG01_04013700",0,0,0,0,0,0,0,1,0,0,3.32192809488736,0,0
"PmUG01_04013800",0,1,0,0,0,0,0,0,3.8073549220576,0,0,0,0
"PmUG01_04013900",2,0,1.58496250072116,0,2.58496250072116,0,0,0,0,0,5.08746284125034,0,0
"PmUG01_04014000",0,2,0,0,0,0,1,0,0,0,0,3.16992500144231,0
"PmUG01_04014100",0,0,5.75488750216347,0,0,0,0,1,0,0,0,0,2
"PmUG01_04014200",0,2,3.58496250072116,0,6.2667865406949,0,5,2,1.58496250072116,5.24792751344359,5.55458885167764,0,6.53915881110803
"PmUG01_04014300",2.32192809488736,1,1,0,0,0,0,1,0,0,3.8073549220576,0,5
"PmUG01_04014400",0,0,5.97727992349992,0,0,0,0,2,5.24792751344359,4.75488750216347,0,0,0
"PmUG01_04014500",0,0,0,0,4.64385618977472,0,0,0,0,0,0,0,0
"PmUG01_04014600",0,0,5.88264304936184,0,0,0,0,5.4262647547021,5.97727992349992,0,0,0,0
"PmUG01_04014700",0,0,4.90689059560852,0,0,0,0,0,0,0,0,0,0
"PmUG01_04014800",0,0,3.32192809488736,0,5,0,0,3.58496250072116,3.16992500144231,0,1.58496250072116,0,3.4594316186373
"PmUG01_04014900",0,0,2,0,0,9.6724253419715,0,0,0,4.8073549220576,0,0,1.58496250072116
"PmUG01_04015000",0,0,0,0,1,0,0,1.58496250072116,5.4262647547021,0,0,0,0
"PmUG01_04015100",0,0,0,0,0,0,0,2.8073549220576,0,0,0,0,0
"PmUG01_04015200",0,0,0,0,3.4594316186373,0,0,0,0,0,0,0,0
"PmUG01_04015300",0,0,0,0,0,0,5.28540221886225,0,0,0,2,6.6724253419715,0
"PmUG01_04015400",0,0,0,0,0,0,0,0,0,7.52356195605701,0,0,0
"PmUG01_04015500",0,0,0,0,0,0,0,0,0,3.16992500144231,0,0,0
"PmUG01_04015600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04015700",2.58496250072116,0,0,0,0,0,0,0,0,7.13955135239879,0,0,0
"PmUG01_04015800",0,3.70043971814109,0,0,0,0,0,2.8073549220576,0,0,0,0,0
"PmUG01_04015900",0,0,0,0,0,0,4.32192809488736,0,0,0,0,0,3.58496250072116
"PmUG01_04016000",0,0,0,0,0,0,0,0,0,0,7.13955135239879,0,0
"PmUG01_04016100",4.16992500144231,0,3.8073549220576,0,0,0,0,0,0,0,0,1,0
"PmUG01_04016200",0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,1.58496250072116
"PmUG01_04016300",0,0,0,0,0,0,0,0,2.58496250072116,1.58496250072116,2.32192809488736,0,2
"PmUG01_04016400",0,4.90689059560852,0,0,0,0,1,0,0,6.35755200461808,0,0,0
"PmUG01_04016500",3.58496250072116,0,4.64385618977472,0,1,0,0,0,0,0,6,0,0
"PmUG01_04016600",0,0,0,0,0,0,0,0,0,5.32192809488736,4.4594316186373,0,0
"PmUG01_04016700",5.85798099512757,0,0,4.52356195605701,0,0,0,0,0,0,0,6,5.75488750216347
"PmUG01_04016800",0,0,3.4594316186373,0,0,0,0,0,0,0,2.32192809488736,0,5
"PmUG01_04016900",0,3.16992500144231,0,0,0,6.70043971814109,0,1,0,0,0,2.58496250072116,0
"PmUG01_04017000",0,7.08746284125034,0,5.04439411935845,0,0,0,0,0,0,0,3,2
"PmUG01_04017100",0,0,0,0,0,0,0,1,0,0,0,0,0
"PmUG01_04017200",0,3.16992500144231,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04017300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04017400",0,0,0,0,0,2,0,0,0,0,2.58496250072116,0,0
"PmUG01_04017500",4.64385618977472,0,0,0,0,8.87958324961278,0,1.58496250072116,0,0,0,0,0
"PmUG01_04017600",1,2,0,0,1,6.53915881110803,1,0,0,0,0,0,0
"PmUG01_04017700",0,0,0,0,0,10.3608470841797,0,0,0,0,1,3.90689059560852,1
"PmUG01_04017800",0,0,0,0,7.10852445677817,0,0,0,0,0,0,0,0
"PmUG01_04017900",2.32192809488736,0,0,0,0,0,0,2.58496250072116,0,0,2.32192809488736,0,1
"PmUG01_04018000",3.90689059560852,1.58496250072116,0,0,1.58496250072116,0,2.58496250072116,2.58496250072116,7.18982455888002,6.28540221886225,2,1.58496250072116,4.85798099512757
"PmUG01_04018100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04018200",4.90689059560852,0,0,0,0,0,0,2.32192809488736,0,0,0,0,1.58496250072116
"PmUG01_04018300",0,4.8073549220576,0,0,4.95419631038687,0,0,1,0,0,0,0,5.97727992349992
"PmUG01_04018400",3.58496250072116,0,3.4594316186373,0,4.4594316186373,0,3.4594316186373,0,1,5.7279204545632,0,0,1.58496250072116
"PmUG01_04018500",0,2,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04018600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04018700",5.12928301694497,4.32192809488736,4.70043971814109,1.58496250072116,2.32192809488736,2,0,0,2.8073549220576,7.03342300153745,0,1.58496250072116,0
"PmUG01_04018800",0,0,4.39231742277876,0,1.58496250072116,0,1,2.32192809488736,0,0,0,5.32192809488736,0
"PmUG01_04018900",1.58496250072116,6.37503943134692,0,0,0,0,0,0,6.14974711950468,0,0,0,0
"PmUG01_04019000",6.76818432477693,2.58496250072116,0,0,0,0,0,0,0,0,4.16992500144231,0,4.16992500144231
"PmUG01_04019100",3.32192809488736,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04019200",0,0,0,0,0,1,5.28540221886225,1,0,0,0,0,7.11894107272351
"PmUG01_04019300",0,0,0,0,0,1,0,2,0,0,0,0,0
"PmUG01_04019400",0,6.90689059560852,1.58496250072116,0,0,0,0,3.32192809488736,0,0,0,0,0
"PmUG01_04019600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04019700",0,0,5.4262647547021,4.08746284125034,7.06608919045777,7.12928301694497,5.4262647547021,0,0,0,0,0,0
"PmUG01_04019800",4.8073549220576,0,5.93073733756289,0,0,0,1.58496250072116,4.24792751344359,7.95419631038687,0,0,0,7.77478705960117
"PmUG01_04019900",0,3,0,7.04439411935845,8.29001884693262,0,1,4.08746284125034,1,1.58496250072116,4.75488750216347,8.17492568250068,6.94251450533924
"PmUG01_04020000",0,0,0,0,0,0,0,1.58496250072116,0,0,0,3.32192809488736,0
"PmUG01_04020100",3.4594316186373,0,0,0,5.20945336562895,0,0,0,0,0,0,0,4.90689059560852
"PmUG01_04020200",3.32192809488736,0,0,3,5.52356195605701,0,6.98868468677217,2,7.18982455888002,0,0,0,0
"PmUG01_04020300",0,0,0,0,0,0,1,1.58496250072116,0,0,0,2.32192809488736,0
"PmUG01_04020400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04020500",0,0,0,0,0,0,0,0,0,0,0,3,0
"PmUG01_04020600",2,5.58496250072116,1,1,4.24792751344359,0,4.90689059560852,1.58496250072116,3.32192809488736,3.32192809488736,1,0,3.32192809488736
"PmUG01_04020700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04020800",0,0,0,0,0,0,0,0,0,2.32192809488736,0,0,0
"PmUG01_04020900",0,0,3.16992500144231,0,0,1,0,1,0,0,2.8073549220576,0,0
"PmUG01_04021000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04021100",0,0,1,0,0,0,0,0,0,0,5.88264304936184,0,0
"PmUG01_04021200",0,0,2.32192809488736,0,0,0,0,0,0,0,0,0,0
"PmUG01_04021300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04021400",0,0,1.58496250072116,0,0,0,3,0,5.95419631038687,0,0,0,0
"PmUG01_04021500",0,0,0,0,3,0,0,0,0,0,0,0,0
"PmUG01_04021600",0,4.4594316186373,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04021700",0,0,0,0,0,0,0,1,0,0,0,0,0
"PmUG01_04021800",1.58496250072116,0,0,1,3.4594316186373,2.58496250072116,3.70043971814109,1,4,4.75488750216347,1,1,2.58496250072116
"PmUG01_04021900",0,0,0,0,0,0,0,0,0,1,0,0,0
"PmUG01_04022000",0,0,0,0,0,0,0,2.58496250072116,0,0,0,5.61470984411521,0
"PmUG01_04022100",0,0,6.52356195605701,6.10852445677817,6.56985560833095,0,7.62935662007961,3.4594316186373,3,8.98868468677217,0,0,1.58496250072116
"PmUG01_04022200",5.6724253419715,0,7.19967234483636,0,6.22881869049588,0,0,5.24792751344359,7,6,3.8073549220576,5.7279204545632,3.16992500144231
"PmUG01_04022300",0,0,5.6724253419715,0,0,0,0,0,0,0,0,0,0
"PmUG01_04022400",0,0,2,0,0,0,0,3.8073549220576,5.55458885167764,0,0,7.11894107272351,6.76818432477693
"PmUG01_04022500",0,0,0,0,0,0,0,0,0,0,0,0,5.4594316186373
"PmUG01_04022600",0,0,0,0,0,7.65821148275179,0,0,0,0,0,0,0
"PmUG01_04022700",0,0,0,0,0,0,0,2.32192809488736,1.58496250072116,2.8073549220576,0,4.08746284125034,4.64385618977472
"PmUG01_04022800",0,0,0,0,5.35755200461808,0,0,2.8073549220576,1,0,0,0,0
"PmUG01_04022900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04023000",0,0,1.58496250072116,1,0,0,5.83289001416474,0,0,0,0,0,4.39231742277876
"PmUG01_04023100",0,7.12928301694497,0,0,0,0,0,0,1,9.61286849729104,0,0,0
"PmUG01_04023200",0,0,0,0,0,0,0,0,0,7.3037807481771,0,0,5
"PmUG01_04023300",0,0,4.85798099512757,0,0,0,0,2,5.6724253419715,0,0,0,4.24792751344359
"PmUG01_04023400",0,0,5.6724253419715,0,7.15987133677839,6.4262647547021,0,0,0,2.58496250072116,1.58496250072116,0,0
"PmUG01_04023500",0,0,0,0,0,0,0,0,0,0,0,0,3.32192809488736
"PmUG01_04023600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04023700",3.90689059560852,6.35755200461808,3.8073549220576,8.39231742277876,7.76818432477693,1,7.23840473932508,2.58496250072116,3.4594316186373,5.55458885167764,6.8703647195834,6.52356195605701,6.18982455888002
"PmUG01_04023800",6.78135971352466,0,0,8.30833903013941,0,0,0,0,1,0,0,0,1
"PmUG01_04023900",0,0,4.58496250072116,0,0,0,4.16992500144231,1,0,0,0,0,6.12928301694497
"PmUG01_04024000",1.58496250072116,2.32192809488736,2.32192809488736,6.98868468677217,4.52356195605701,5.61470984411521,0,3.16992500144231,5.39231742277876,1,7.34872815423108,6.14974711950468,4.8073549220576
"PmUG01_04024100",0,0,0,0,0,4.85798099512757,0,0,0,0,0,0,0
"PmUG01_04024300",0,0,0,0,0,0,0,3.32192809488736,0,0,0,5.83289001416474,0
"PmUG01_04024400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04024600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04024700",0,0,2.32192809488736,0,0,0,0,0,4.16992500144231,0,0,0,7
"PmUG01_04024800",0,0,0,0,0,0,0,0,3.70043971814109,0,0,0,0
"PmUG01_04025100",0,0,0,0,0,0,0,0,0,0,0,0,6.90689059560852
"PmUG01_04025200",0,0,0,0,0,0,0,0,1.58496250072116,0,0,7.45121111183233,0
"PmUG01_04025300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04025400",0,0,0,0,0,0,0,0,0,0,0,0,3.90689059560852
"PmUG01_04025500",0,1.58496250072116,0,0,0,3.4594316186373,0,0,0,5.12928301694497,0,4.85798099512757,1.58496250072116
"PmUG01_04025600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04025700",0,0,0,0,0,10.0361736125535,0,0,0,0,0,0,0
"PmUG01_04025800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04025900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04026000",1,5.70043971814109,5.08746284125034,0,0,2,4.4594316186373,2.58496250072116,5.08746284125034,0,0,0,0
"PmUG01_04026100",0,0,0,0,0,5.58496250072116,0,1,0,0,0,0,0
"PmUG01_04026200",1,3.8073549220576,7.3037807481771,0,0,0,0,2.58496250072116,0,0,0,0,0
"PmUG01_04026300",0,0,0,0,0,0,0,1,0,0,0,0,0
"PmUG01_04026400",3.58496250072116,0,0,0,0,5.16992500144231,0,0,0,0,1,0,4.52356195605701
"PmUG01_04026500",0,0,1.58496250072116,0,0,0,3.16992500144231,1.58496250072116,0,0,2.32192809488736,6.90689059560852,0
"PmUG01_04026600",0,0,3.70043971814109,0,0,0,0,3.90689059560852,1,2,0,0,2.8073549220576
"PmUG01_04026700",0,0,0,0,0,0,1.58496250072116,1.58496250072116,0,0,5.04439411935845,0,3.16992500144231
"PmUG01_04026800",0,0,0,0,0,0,5.52356195605701,0,0,0,0,0,5.20945336562895
"PmUG01_04026900",0,0,0,0,0,0,0,0,0,0,0,0,4.39231742277876
"PmUG01_04027000",2.58496250072116,0,0,0,5.32192809488736,0,0,2,0,1.58496250072116,0,0,0
"PmUG01_04027100",0,0,0,0,2.58496250072116,0,0,0,1.58496250072116,5.93073733756289,0,0,1
"PmUG01_04027200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04027300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04027400",0,0,0,0,0,0,0,0,0,7.85174904141606,0,0,0
"PmUG01_04027500",0,0,0,0,0,0,0,0,0,4.24792751344359,0,0,0
"PmUG01_04027600",0,2,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04027700",0,0,0,2.58496250072116,0,0,0,0,0,0,0,0,0
"PmUG01_04027800",0,0,0,0,0,0,0,0,1,0,0,0,0
"PmUG01_04027900",0,0,0,2.58496250072116,0,0,0,0,0,2,0,0,0
"PmUG01_04028000",0,0,0,0,0,0,0,0,0,7.89481776330794,0,0,0
"PmUG01_04028100",0,0,0,0,0,0,0,0,0,6.4093909361377,0,0,0
"PmUG01_04028200",0,0,2.32192809488736,0,2,3.8073549220576,1,0,0,0,1.58496250072116,0,1
"PmUG01_04028300",0,6.5077946401987,0,1,1,8.2045711442492,4.32192809488736,2.8073549220576,4.70043971814109,7.15987133677839,7.36632221424582,3.8073549220576,4.08746284125034
"PmUG01_04028400",0,0,0,0,0,0,0,0,0,7.58496250072116,0,0,0
"PmUG01_04028500",0,0,0,0,0,0,0,1,4.70043971814109,0,0,0,4.90689059560852
"PmUG01_04028600",0,6.39231742277876,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04028700",1,5.78135971352466,0,7.4262647547021,0,0,4.95419631038687,3.16992500144231,0,2.58496250072116,0,5.04439411935845,0
"PmUG01_04028800",0,0,0,7.3037807481771,3,0,2.32192809488736,0,0,5.70043971814109,0,0,0
"PmUG01_04028900",3.4594316186373,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04029000",0,0,0,0,0,0,6.3037807481771,0,0,5,4.08746284125034,0,0
"PmUG01_04029100",0,0,3,0,0,0,0,0,0,0,0,0,0
"PmUG01_04029200",0,0,0,0,0,0,0,1,0,1,0,0,0
"PmUG01_04029300",5.04439411935845,0,1,0,0,0,0,0,0,0,5.4262647547021,0,0
"PmUG01_04029400",0,2.32192809488736,0,1.58496250072116,6.35755200461808,3.16992500144231,0,2.32192809488736,5.12928301694497,4.39231742277876,6.94251450533924,4.58496250072116,6.18982455888002
"PmUG01_04029500",0,0,0,0,0,0,0,3.4594316186373,0,0,0,0,0
"PmUG01_04029600",0,0,0,0,3.70043971814109,0,0,0,0,0,0,0,0
"PmUG01_04029700",0,1.58496250072116,0,0,0,0,5.88264304936184,0,0,0,4.52356195605701,0,0
"PmUG01_04029800",5.52356195605701,3.90689059560852,0,0,0,1,2.8073549220576,2.58496250072116,5.95419631038687,0,3,0,0
"PmUG01_04029900",2.32192809488736,0,4.8073549220576,2,5.32192809488736,4.8073549220576,5.16992500144231,3.4594316186373,4.75488750216347,0,3.16992500144231,0,6.59991284218713
"PmUG01_04030000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04030100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04030200",0,0,1,0,0,0,0,0,0,0,0,0,0
"PmUG01_04030300",0,2.32192809488736,0,0,0,0,0,0,5.16992500144231,0,0,1,0
"PmUG01_04030400",0,5.16992500144231,0,0,0,0,0,1,0,0,5.93073733756289,0,0
"PmUG01_04030500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04030600",0,0,0,0,4.90689059560852,0,0,1.58496250072116,4.70043971814109,0,0,0,0
"PmUG01_04030700",0,0,3.4594316186373,6.55458885167764,5.39231742277876,0,4.58496250072116,5.39231742277876,5.83289001416474,0,3.58496250072116,1,4.16992500144231
"PmUG01_04030800",0,0,6.89481776330794,6.32192809488736,6.6724253419715,0,5.70043971814109,2.8073549220576,7.85174904141606,0,3.8073549220576,5.7279204545632,7.04439411935845
"PmUG01_04030900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_04031100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05010100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05010400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05010500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05010600",0,0,0,0,0,0,0,0,0,1,0,0,0
"PmUG01_05010700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05011000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05011100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05011200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05011300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05011400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05011700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05011800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05011900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05012100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05012200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05012300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05012400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05012600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05012800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05013300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05013400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05013500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05013600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05013700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05013750",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05014000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05014200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05014500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05014600",0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0
"PmUG01_05015000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05015100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05015300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05015500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05015600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05015700",0,0,3.16992500144231,0,0,1.58496250072116,0,0,0,0,0,0,0
"PmUG01_05015800",0,0,0,0,0,4.52356195605701,0,0,0,0,0,0,0
"PmUG01_05015900",0,0,0,0,0,0,0,0,0,0,0,5.49185309632967,0
"PmUG01_05016000",3.58496250072116,3.16992500144231,6.3037807481771,0,7.23840473932508,0,0,2.58496250072116,1,6.52356195605701,0,3.70043971814109,6.56985560833095
"PmUG01_05016100",0,0,0,0,4.58496250072116,0,0,1.58496250072116,0,0,0,0,0
"PmUG01_05016200",11.1344263202209,11.1414685553931,9.68123841177781,11.1941412388631,7.94251450533924,9.22641219278879,11.3151495622563,9.72962074355304,8.25266543245025,11.1598713367784,10.9844184588011,10.6750749203854,8.2807707701306
"PmUG01_05016300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05016400",0,0,0,0,0,0,0,0,0,0,0,0,6.75488750216347
"PmUG01_05016500",1.58496250072116,2.32192809488736,0,0,3.70043971814109,0,0,0,0,0,0,2,0
"PmUG01_05016600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05016700",0,0,0,2,0,0,0,0,5.8073549220576,0,0,0,0
"PmUG01_05016800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05016900",0,0,0,0,0,0,5.04439411935845,0,1,0,0,1,0
"PmUG01_05017000",3.16992500144231,0,0,3.32192809488736,0,4.85798099512757,0,1,5.83289001416474,0,5.78135971352466,0,0
"PmUG01_05017100",0,0,0,0,4.08746284125034,0,0,0,0,0,0,0,0
"PmUG01_05017200",1,0,0,0,0,2.58496250072116,0,0,0,0,0,0,0
"PmUG01_05017300",2.32192809488736,6.08746284125034,0,0,4.24792751344359,0,0,0,2.32192809488736,6.62935662007961,0,0,0
"PmUG01_05017400",0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116
"PmUG01_05017500",0,0,0,0,0,0,0,0,5.4262647547021,3.32192809488736,0,0,4.75488750216347
"PmUG01_05017600",0,0,0,0,0,0,0,0,0,3,0,0,3.90689059560852
"PmUG01_05017700",0,2,3.70043971814109,4.95419631038687,1,0,3,0,0,4.90689059560852,0,0,3.90689059560852
"PmUG01_05017800",0,6.10852445677817,0,0,4.24792751344359,0,0,1,0,3.90689059560852,1.58496250072116,0,1.58496250072116
"PmUG01_05017900",0,0,0,0,0,0,0,0,0,0,0,1,0
"PmUG01_05018000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05018100",4.8073549220576,6.52356195605701,2.8073549220576,0,5.49185309632967,0,6.74146698640115,4.24792751344359,4.32192809488736,4,0,0,8.27146302790437
"PmUG01_05018200",4.8073549220576,1.58496250072116,1.58496250072116,4.32192809488736,5.55458885167764,0,5.61470984411521,3.58496250072116,4.64385618977472,0,6.89481776330794,1.58496250072116,6.4594316186373
"PmUG01_05018300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05018400",5.16992500144231,1.58496250072116,2.32192809488736,0,0,0,3.4594316186373,3.8073549220576,0,0,4.4594316186373,0,5.4262647547021
"PmUG01_05018500",0,0,1,0,0,0,0,0,2,0,0,0,2
"PmUG01_05018600",0,4.16992500144231,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05018700",0,3.4594316186373,2,0,1,0,0,0,5,0,4.24792751344359,1.58496250072116,0
"PmUG01_05018800",0,8.07146236255662,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05018900",0,0,3,0,0,0,0,2,0,4.32192809488736,0,0,4.8073549220576
"PmUG01_05019000",1.58496250072116,1,4.64385618977472,1,6.32192809488736,0,0,0,4.90689059560852,0,0,4,0
"PmUG01_05019100",0,0,0,0,0,0,5.12928301694497,2.58496250072116,0,0,0,0,3
"PmUG01_05019300",4.24792751344359,0,0,0,0,0,0,1,3.32192809488736,0,0,0,6.4262647547021
"PmUG01_05019200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05019400",0,0,0,0,0,0,0,1.58496250072116,0,0,0,0,0
"PmUG01_05019500",0,0,0,0,0,0,6.53915881110803,0,1,0,5.24792751344359,0,0
"PmUG01_05019600",0,0,3,0,0,0,0,0,4.39231742277876,0,0,0,4.52356195605701
"PmUG01_05019700",0,0,3.58496250072116,0,0,0,0,0,5.90689059560852,0,0,0,3.70043971814109
"PmUG01_05019800",0,0,0,4.70043971814109,0,0,0,1.58496250072116,3.8073549220576,5.32192809488736,0,0,0
"PmUG01_05019900",6.49185309632967,7.60733031374961,6.18982455888002,6.79441586635011,7.4262647547021,0,5.20945336562895,5.35755200461808,8.71424551766612,8.74146698640115,6.35755200461808,2.32192809488736,7.01122725542325
"PmUG01_05020000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05020100",0,7.40087943628218,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05020200",3.8073549220576,5.55458885167764,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05020300",0,4.4594316186373,0,0,3.4594316186373,0,0,0,0,0,0,0,0
"PmUG01_05020400",0,0,0,0,4.4594316186373,0,0,0,0,0,0,0,0
"PmUG01_05020500",5,2,0,0,0,0,4.08746284125034,2.32192809488736,0,0,3.70043971814109,0,2.32192809488736
"PmUG01_05020600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05020700",0,0,0,3.8073549220576,1.58496250072116,0,0,0,0,0,2.8073549220576,0,0
"PmUG01_05020800",0,3.58496250072116,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05020900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05021000",2.58496250072116,7.4594316186373,0,0,6.6724253419715,0,5.35755200461808,3.32192809488736,4.4594316186373,0,3.16992500144231,0,1.58496250072116
"PmUG01_05021100",0,0,0,0,2.58496250072116,0,1.58496250072116,1,0,0,0,0,3.4594316186373
"PmUG01_05021200",0,0,0,0,4.64385618977472,0,4.24792751344359,2,0,0,3,6.37503943134692,2.58496250072116
"PmUG01_05021300",0,3.32192809488736,0,4.8073549220576,0,0,0,0,0,0,0,0,0
"PmUG01_05021400",0,0,4.75488750216347,6.37503943134692,2.58496250072116,0,7.17990909001493,0,4.16992500144231,0,0,2,1
"PmUG01_05021500",0,0,0,0,0,0,0,0,4.8073549220576,0,0,0,0
"PmUG01_05021600",0,0,2,0,0,0,0,1,0,0,2.58496250072116,0,2.32192809488736
"PmUG01_05021700",0,2,1,0,0,0,4.4594316186373,0,0,0,0,0,0
"PmUG01_05021800",4.4594316186373,0,0,0,1,0,0,0,0,0,0,0,0
"PmUG01_05021900",1,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05022000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05022100",0,0,0,0,0,0,0,0,3.90689059560852,0,0,0,0
"PmUG01_05022200",1,0,5.64385618977472,0,0,0,6.82017896241519,3.4594316186373,4,0,0,0,4.24792751344359
"PmUG01_05022300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05022400",0,0,4.32192809488736,0,0,0,0,0,0,0,0,0,0
"PmUG01_05022500",0,3.70043971814109,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05022600",0,0,0,0,0,0,0,0,0,4.52356195605701,0,0,0
"PmUG01_05022700",0,5,4.64385618977472,6.35755200461808,0,0,1.58496250072116,2,7.11894107272351,0,5.32192809488736,5.61470984411521,3.70043971814109
"PmUG01_05022800",0,0,5.64385618977472,0,0,0,0,1.58496250072116,0,0,0,0,6.12928301694497
