"","pm.19","pm.51","pm.65","pm.67","pm.82","pm.103","pm.114","pm.115","pm.145","pm.146","pm.161","pm.162","pm.178"
"PmUG01_05042700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05042800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05042900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05043000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05043100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05043200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05043300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05043400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05043500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05043700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05044000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05044100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05044200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05044400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05044700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05044800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05044900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_05045000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06010100",47,1,0,0,0,0,9,10,0,0,0,0,14
"PmUG01_06010200",0,0,0,25,0,0,9,5,0,0,0,0,3
"PmUG01_06010300",0,0,53,0,28,0,128,2,0,0,0,0,64
"PmUG01_06010400",0,0,49,0,0,0,0,0,0,0,0,0,0
"PmUG01_06010500",0,44,1,18,37,0,73,23,0,13,4,18,71
"PmUG01_06010600",0,63,5,15,94,0,0,0,5,0,0,0,0
"PmUG01_06010700",11,28,0,1,0,0,0,0,0,0,36,0,0
"PmUG01_06010800",1,4,0,0,15,0,2,7,163,0,0,0,3
"PmUG01_06010900",0,0,0,1,0,0,63,0,0,0,0,2,0
"PmUG01_06011000",19,0,4,0,0,0,0,2,0,0,7,0,0
"PmUG01_06011100",0,37,23,0,0,200,0,25,24,28,14,118,23
"PmUG01_06011200",0,10,4,0,1,0,0,0,110,7,0,1,0
"PmUG01_06011300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06011400",0,0,0,0,10,0,0,0,19,0,0,0,0
"PmUG01_06011500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06011600",0,296,0,0,0,0,0,0,0,88,0,0,0
"PmUG01_06011700",0,1,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06011800",0,0,0,0,0,0,0,0,0,0,24,0,0
"PmUG01_06011900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06012000",54,0,0,0,0,0,0,0,96,27,0,0,7
"PmUG01_06012100",0,48,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06012200",0,16,0,0,0,0,0,1,0,0,0,0,0
"PmUG01_06012300",0,0,0,0,0,0,0,0,0,0,8,0,0
"PmUG01_06012400",20,0,0,0,0,0,0,0,0,0,0,0,12
"PmUG01_06012500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06012600",0,49,0,0,102,0,2,0,34,311,0,20,1
"PmUG01_06012700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06012800",0,55,0,0,0,1,0,1,0,0,2,0,0
"PmUG01_06012900",0,8,0,0,16,0,0,10,0,0,0,0,0
"PmUG01_06013000",0,0,95,0,0,0,0,0,0,0,0,0,20
"PmUG01_06013100",27,99,0,0,0,166,7,5,22,3,0,0,0
"PmUG01_06013200",25,7,16,176,0,0,2,7,35,0,60,37,31
"PmUG01_06013300",0,0,108,1,60,0,42,0,64,0,2,0,2
"PmUG01_06013400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06013500",0,0,0,0,0,0,1,0,0,0,0,0,8
"PmUG01_06013600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06013700",0,10,27,0,0,0,0,6,0,0,0,0,1
"PmUG01_06013800",0,2,0,0,0,0,0,0,0,0,0,0,18
"PmUG01_06013900",0,0,0,0,8,0,0,0,0,0,0,0,0
"PmUG01_06014000",0,0,2,0,0,0,0,0,0,0,18,0,0
"PmUG01_06014100",0,0,0,0,0,0,0,0,0,8,0,0,0
"PmUG01_06014200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06014300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06014400",0,0,0,203,0,0,0,1,0,0,0,0,0
"PmUG01_06014500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06014600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06014700",67,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06014800",38,21,54,5,29,0,0,8,99,43,0,0,40
"PmUG01_06014900",0,2,0,0,0,0,7,0,0,63,0,19,0
"PmUG01_06015000",0,0,0,12,0,0,0,0,52,0,0,197,0
"PmUG01_06015100",0,12,65,0,1,0,78,4,0,173,6,0,0
"PmUG01_06015200",0,0,19,0,0,0,16,3,3,0,0,0,0
"PmUG01_06015300",0,10,7,0,0,0,43,0,106,0,0,0,6
"PmUG01_06015400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06015500",1,0,0,10,0,0,0,0,0,0,0,0,8
"PmUG01_06015600",0,0,0,0,10,0,1,6,0,0,3,1,2
"PmUG01_06015700",0,0,0,0,0,0,0,0,0,4,0,0,0
"PmUG01_06015800",16,0,0,286,9,0,26,0,10,41,15,0,103
"PmUG01_06015900",0,0,0,0,0,0,0,0,0,0,16,1,11
"PmUG01_06016000",17,42,4,130,0,0,0,17,60,1,28,0,30
"PmUG01_06016100",0,0,57,0,0,0,0,0,0,0,0,0,0
"PmUG01_06016200",0,0,27,2,0,0,31,1,2,0,0,0,0
"PmUG01_06016300",0,0,0,0,9,0,4,5,0,0,0,0,9
"PmUG01_06016400",0,0,0,0,0,0,0,0,0,64,0,0,0
"PmUG01_06016500",0,0,0,0,0,0,0,0,0,94,0,0,0
"PmUG01_06016600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06016700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06016800",0,3,32,36,4,2,0,0,66,0,0,1,59
"PmUG01_06016900",0,0,0,0,30,0,0,0,0,0,0,0,0
"PmUG01_06017000",0,0,0,0,76,0,0,0,0,0,0,0,0
"PmUG01_06017100",0,46,0,0,8,712,67,4,52,0,0,0,0
"PmUG01_06017200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06017300",0,0,0,0,83,0,0,0,0,0,0,0,0
"PmUG01_06017400",0,0,0,0,0,0,0,0,0,7,0,0,0
"PmUG01_06017500",0,24,0,0,135,145,0,9,0,0,0,48,67
"PmUG01_06017600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06017700",0,42,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06017800",78,3,13,0,0,0,0,3,0,67,32,59,168
"PmUG01_06017900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06018000",113,11,49,0,0,0,0,1,0,0,0,0,0
"PmUG01_06018100",18,7,0,0,0,0,0,0,0,0,3,0,0
"PmUG01_06018200",0,0,0,1,13,0,0,0,0,0,0,0,0
"PmUG01_06018400",119,14,21,109,20,0,55,6,106,35,88,203,20
"PmUG01_06018500",0,1,0,0,0,0,0,0,1,0,0,0,3
"PmUG01_06018600",0,0,0,0,8,0,0,0,0,0,0,0,0
"PmUG01_06018700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06018800",0,0,32,0,0,0,0,2,0,0,0,169,45
"PmUG01_06018900",0,0,18,0,0,0,2,0,36,0,0,0,0
"PmUG01_06019000",13,0,15,0,0,0,0,1,0,0,13,0,0
"PmUG01_06019100",0,0,0,0,0,0,0,7,0,76,0,0,19
"PmUG01_06019200",0,0,0,0,0,0,0,0,7,2,0,2,29
"PmUG01_06019300",0,0,0,0,0,0,0,1,0,0,0,5,1
"PmUG01_06019400",0,0,0,0,71,0,5,3,0,36,0,0,7
"PmUG01_06019500",1,15,0,0,0,0,18,3,0,0,0,0,48
"PmUG01_06019600",0,0,0,0,0,0,0,11,0,0,0,0,0
"PmUG01_06019700",0,14,0,5,0,891,0,0,0,0,0,3,0
"PmUG01_06019800",0,0,0,0,0,0,38,1,3,0,4,0,33
"PmUG01_06019900",28,11,0,0,0,0,0,0,0,0,1,1,0
"PmUG01_06020000",0,0,0,0,0,0,3,1,23,0,0,0,0
"PmUG01_06020100",90,51,12,506,113,0,207,14,7,0,33,15,83
"PmUG01_06020200",52,70,0,0,12,0,1,0,87,0,0,0,0
"PmUG01_06020300",35,48,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06020400",0,0,30,0,0,0,0,0,0,0,0,0,0
"PmUG01_06020500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06020600",0,7,0,5,0,17,0,0,0,0,0,0,0
"PmUG01_06020700",0,0,0,62,9,0,0,0,19,0,38,0,6
"PmUG01_06020800",0,0,0,0,7,129,0,0,0,0,0,0,0
"PmUG01_06020900",0,0,0,0,0,1,0,6,0,0,0,0,0
"PmUG01_06021000",0,0,0,0,0,0,0,0,0,300,4,0,0
"PmUG01_06021100",147,5,71,53,299,0,160,65,0,4,19,0,29
"PmUG01_06021200",0,0,0,0,0,18,0,0,0,0,0,0,0
"PmUG01_06021300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06021400",0,0,6,0,79,0,0,1,0,0,0,0,0
"PmUG01_06021500",0,0,0,0,0,0,22,0,25,0,0,30,0
"PmUG01_06021600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06021700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06021900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06022000",0,0,0,8,0,0,0,0,0,0,0,0,0
"PmUG01_06022100",0,98,0,1,0,0,0,0,0,0,0,0,0
"PmUG01_06022200",0,0,0,0,0,998,0,0,0,0,0,0,0
"PmUG01_06022300",0,0,0,0,0,704,0,0,0,0,0,0,0
"PmUG01_06022400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06022500",0,0,0,0,0,126,0,0,0,0,0,0,0
"PmUG01_06022600",0,0,0,0,0,86,0,0,0,0,0,0,0
"PmUG01_06022700",0,0,0,0,0,1628,0,0,0,6,0,0,0
"PmUG01_06022800",0,0,0,0,0,110,0,0,0,0,0,0,0
"PmUG01_06022900",0,16,0,0,0,921,0,0,0,0,0,0,0
"PmUG01_06023000",0,0,0,0,0,51,0,0,0,0,0,0,0
"PmUG01_06023100",0,0,2,0,0,0,0,14,305,79,0,0,0
"PmUG01_06023200",9,0,0,0,0,0,0,3,1,0,0,0,0
"PmUG01_06023300",0,0,0,0,0,0,0,0,0,0,2,0,28
"PmUG01_06023400",0,0,14,0,49,0,0,3,0,0,0,0,0
"PmUG01_06023500",0,0,31,0,0,0,0,0,0,0,3,40,0
"PmUG01_06023600",0,0,0,0,0,0,0,0,0,0,0,0,3
"PmUG01_06023700",0,0,0,0,0,0,0,0,0,11,0,0,1
"PmUG01_06023900",0,0,11,0,0,0,4,0,2,0,0,0,0
"PmUG01_06024000",0,5,0,0,0,0,0,0,2,0,0,0,0
"PmUG01_06024100",0,0,16,0,38,0,0,0,0,0,0,0,0
"PmUG01_06024200",0,1,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06024300",0,0,7,0,0,0,0,1,0,0,1,0,0
"PmUG01_06024400",28,0,0,0,40,0,0,0,0,0,0,0,0
"PmUG01_06024500",0,10,0,0,0,0,0,2,34,7,9,0,44
"PmUG01_06024600",0,0,0,0,0,0,0,0,0,19,0,0,0
"PmUG01_06024700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06024800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06024900",0,0,0,0,191,0,0,0,0,0,0,0,71
"PmUG01_06025000",0,0,0,0,0,0,0,0,0,3,0,0,0
"PmUG01_06025100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06025200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06025300",0,0,3,0,0,0,0,0,34,0,0,0,0
"PmUG01_06025400",0,0,0,0,0,0,0,0,145,0,0,0,0
"PmUG01_06025500",0,0,0,0,0,0,0,0,0,0,0,0,5
"PmUG01_06025600",0,0,0,0,5,0,0,0,0,0,0,0,0
"PmUG01_06025700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06026100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06026300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06026400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06026500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06026600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_06026700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07010200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07010300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07010400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07010500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07010600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07010700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07010800",0,0,0,0,0,0,0,1,0,0,0,0,0
"PmUG01_07010900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07011000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07011100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07011200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07011300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07011500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07011700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07011900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07012100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07012200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07012300",16,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07012500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07012700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07013100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07013300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07013400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07013500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07013700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07014000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07014100",0,0,0,0,85,0,0,0,0,0,0,0,0
"PmUG01_07014300",0,0,0,0,0,1042,0,0,25,0,0,0,0
"PmUG01_07014400",0,0,0,0,0,0,0,0,0,7,0,0,0
"PmUG01_07014500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07014600",0,0,0,0,0,0,0,2,0,0,0,0,0
"PmUG01_07014700",0,0,17,0,0,0,0,1,3,0,0,0,0
"PmUG01_07014800",0,18,40,0,10,0,0,4,30,3,34,0,0
"PmUG01_07014900",9,0,0,0,44,0,0,1,1,0,0,0,1
"PmUG01_07015000",0,0,13,0,7,0,0,4,0,0,4,0,0
"PmUG01_07015100",1,0,5,0,0,0,4,1,0,0,0,0,3
"PmUG01_07015200",0,85,76,0,12,0,0,2,0,0,0,0,0
"PmUG01_07015300",0,107,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07015400",0,0,13,0,0,0,76,9,24,0,42,0,13
"PmUG01_07015500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07015600",5,7,0,0,6,0,0,0,0,0,42,0,0
"PmUG01_07015700",0,39,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07015800",0,0,0,0,0,0,1,0,0,0,0,0,0
"PmUG01_07015900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07016000",0,0,0,0,57,0,0,0,0,0,0,0,0
"PmUG01_07016100",9,45,0,35,0,0,1,3,0,0,0,0,0
"PmUG01_07016200",0,58,2,0,30,0,39,6,0,0,4,0,104
"PmUG01_07016300",0,0,27,0,6,0,0,0,20,106,1,0,0
"PmUG01_07016400",5,13,11,46,6,0,5,20,49,0,19,7,19
"PmUG01_07016500",0,0,0,0,0,0,0,0,0,0,0,4,0
"PmUG01_07016600",0,0,0,0,9,0,0,0,0,0,0,195,0
"PmUG01_07016700",0,13,0,0,0,0,0,1,0,0,0,12,0
"PmUG01_07016800",0,0,0,0,0,0,0,0,0,712,0,0,0
"PmUG01_07016900",0,0,0,10,0,0,0,0,0,0,0,0,63
"PmUG01_07017000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07017100",0,6,0,0,0,0,0,5,0,19,0,0,0
"PmUG01_07017200",0,44,48,0,0,0,0,0,0,0,0,3,0
"PmUG01_07017300",0,0,4,0,67,0,1,0,0,0,0,1,2
"PmUG01_07017400",0,0,1,0,0,0,0,1,6,0,0,0,17
"PmUG01_07017500",38,16,89,18,5,0,22,4,7,149,113,59,24
"PmUG01_07017600",0,22,1,155,0,151,0,7,4,0,1,0,32
"PmUG01_07017700",0,9,0,1,0,3,0,0,2,0,6,0,1
"PmUG01_07017800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07017900",0,0,0,0,0,0,0,0,0,100,0,0,0
"PmUG01_07018000",0,0,0,0,0,0,0,0,0,0,77,0,0
"PmUG01_07018100",0,6,0,0,58,0,0,1,54,0,0,0,0
"PmUG01_07018200",102,0,0,0,15,0,0,3,91,0,0,0,37
"PmUG01_07018300",80,0,0,0,123,0,0,26,89,0,2,0,0
"PmUG01_07018400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07018500",0,0,0,0,0,0,1,0,23,0,0,1,0
"PmUG01_07018600",80,0,10,0,0,0,0,0,0,0,6,0,0
"PmUG01_07018700",0,1,0,0,0,0,0,3,0,0,0,0,0
"PmUG01_07018800",0,88,17,77,6,0,105,5,20,0,16,31,0
"PmUG01_07018900",0,6,0,0,0,0,0,2,0,0,0,0,41
"PmUG01_07019000",1,0,0,0,0,0,0,3,1,0,80,1,46
"PmUG01_07019100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07019200",0,17,0,0,0,0,0,0,0,0,0,0,12
"PmUG01_07019300",0,0,0,0,0,0,0,0,14,0,0,0,0
"PmUG01_07019400",0,0,0,0,0,0,0,0,0,1,0,0,0
"PmUG01_07019500",0,12,0,0,26,0,0,0,175,0,0,0,0
"PmUG01_07019600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07019700",171,0,0,0,0,0,10,0,1,0,0,3,0
"PmUG01_07019800",1,2,0,0,0,0,63,3,18,0,0,123,2
"PmUG01_07019900",0,0,30,2,0,0,0,0,0,0,0,0,11
"PmUG01_07020000",1,0,0,0,6,0,0,0,0,0,0,0,0
"PmUG01_07020100",0,0,0,0,0,0,0,0,43,0,0,0,0
"PmUG01_07020200",0,0,0,0,0,0,0,5,0,0,0,0,0
"PmUG01_07020300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07020400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07020500",0,0,0,0,0,0,11,0,0,0,0,0,0
"PmUG01_07020600",0,24,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07020700",0,0,0,0,0,0,1,0,2,0,0,0,0
"PmUG01_07020800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07020900",0,0,0,39,0,0,0,7,0,0,0,0,0
"PmUG01_07021000",0,0,12,16,0,0,27,3,0,0,0,0,0
"PmUG01_07021100",0,132,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07021200",0,0,0,0,0,0,2,0,0,0,0,0,0
"PmUG01_07021300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07021400",0,0,24,0,48,0,0,7,20,0,31,0,7
"PmUG01_07021500",0,0,0,0,78,0,0,0,0,0,0,0,0
"PmUG01_07021600",0,0,0,0,0,339,0,0,0,0,0,0,1
"PmUG01_07021700",4,0,0,9,0,0,26,0,4,0,0,1,0
"PmUG01_07021800",120,12,39,53,26,0,492,23,83,149,40,111,191
"PmUG01_07021900",0,0,0,0,0,0,0,0,3,0,0,0,0
"PmUG01_07022000",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07022100",1,0,0,15,0,0,40,4,0,0,0,77,31
"PmUG01_07022200",0,0,0,0,0,0,0,0,131,0,0,0,0
"PmUG01_07022300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07022400",0,0,0,0,0,0,0,0,22,0,0,0,0
"PmUG01_07022500",0,0,0,0,0,0,0,0,0,10,0,0,0
"PmUG01_07022600",0,0,8,0,27,0,0,0,0,0,0,1,0
"PmUG01_07022700",0,1,0,0,0,64,0,0,0,0,0,0,0
"PmUG01_07022800",0,28,32,0,84,0,1,0,0,0,0,3,21
"PmUG01_07022900",31,0,0,13,0,0,0,0,55,0,1,0,0
"PmUG01_07023000",33,0,22,0,0,0,0,0,0,0,0,0,18
"PmUG01_07023100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07023200",7,0,10,37,1,0,184,1,5,0,0,0,65
"PmUG01_07023300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07023400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07023500",0,0,0,1,0,0,0,0,0,0,0,0,0
"PmUG01_07023600",26,4,5,7,2,0,7,8,4,0,0,0,5
"PmUG01_07023700",0,0,0,0,0,0,0,2,0,0,0,0,0
"PmUG01_07023800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07023900",47,0,5,0,0,0,0,0,0,0,0,0,0
"PmUG01_07024000",0,21,0,0,2,0,5,12,0,0,0,0,53
"PmUG01_07024100",0,0,0,0,0,0,1,0,1,244,0,0,0
"PmUG01_07024200",0,0,10,3,0,0,0,1,0,0,0,0,0
"PmUG01_07024300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07024400",0,13,0,0,16,0,51,16,33,0,23,54,5
"PmUG01_07024500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07024600",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07024700",0,0,4,0,0,0,0,0,8,0,0,0,0
"PmUG01_07024800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07024900",0,0,0,0,0,0,0,3,0,0,0,0,0
"PmUG01_07025000",0,0,1,0,0,0,0,4,0,0,0,0,0
"PmUG01_07025100",10,0,0,0,64,0,0,0,0,0,15,0,0
"PmUG01_07025200",0,0,0,0,159,0,14,6,0,0,0,0,0
"PmUG01_07025300",0,0,0,0,0,0,0,2,0,0,0,0,0
"PmUG01_07025400",0,13,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07025500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07025600",0,105,0,0,0,603,0,0,0,0,0,0,0
"PmUG01_07025700",0,0,0,0,0,0,0,0,0,0,8,0,0
"PmUG01_07025800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07025900",0,28,9,0,0,0,0,0,12,0,0,0,1
"PmUG01_07026000",13,0,32,0,109,0,69,3,48,40,13,0,11
"PmUG01_07026100",0,0,0,0,0,0,0,4,5,0,0,0,0
"PmUG01_07026200",0,0,0,0,0,24,0,0,0,0,0,1,0
"PmUG01_07026300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07026400",34,0,0,596,0,0,210,7,9,131,0,0,0
"PmUG01_07026500",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07026600",0,0,0,0,0,0,56,0,0,2,0,0,0
"PmUG01_07026700",0,0,1,0,0,0,0,0,0,0,0,0,36
"PmUG01_07026800",0,0,1,0,0,0,0,0,1,9,2,0,2
"PmUG01_07026900",0,0,0,0,7,0,0,3,0,0,0,0,0
"PmUG01_07027000",0,0,5,23,23,0,0,2,0,0,0,0,0
"PmUG01_07027100",0,9,5,0,5,0,1,0,90,0,0,0,0
"PmUG01_07027200",0,0,0,0,0,0,0,3,0,0,0,0,42
"PmUG01_07027300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07027400",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07027500",40,0,0,0,0,11,0,3,0,0,0,32,0
"PmUG01_07027600",0,0,0,0,175,0,0,0,0,1,0,0,0
"PmUG01_07027700",0,132,12,0,0,0,0,30,33,0,39,0,0
"PmUG01_07027800",0,0,1,0,0,0,0,2,10,0,0,0,0
"PmUG01_07027900",8,0,10,1,6,26,0,0,13,0,24,2,1
"PmUG01_07028000",0,0,0,0,4,0,0,0,13,0,0,0,0
"PmUG01_07028100",0,0,0,0,60,0,0,0,0,0,0,0,5
"PmUG01_07028200",0,0,0,0,0,0,0,0,0,0,0,0,8
"PmUG01_07028300",0,0,0,0,2,0,0,0,0,0,4,0,24
"PmUG01_07028400",0,0,24,0,1,0,26,1,2,0,0,2,5
"PmUG01_07028500",22,0,0,0,0,0,4,0,0,1,1,114,0
"PmUG01_07028600",0,0,29,0,0,0,0,0,8,0,0,0,16
"PmUG01_07028700",0,0,0,2,0,0,0,0,0,0,0,0,0
"PmUG01_07028800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07028900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07029000",0,0,0,0,0,0,0,0,3,0,0,0,3
"PmUG01_07029100",0,0,0,0,0,0,0,4,0,0,0,0,0
"PmUG01_07029200",0,0,0,0,1,0,0,0,0,0,0,0,0
"PmUG01_07029300",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07029400",25,272,82,0,7,0,0,20,38,0,75,2,114
"PmUG01_07029500",0,39,0,0,0,0,0,0,137,0,0,0,8
"PmUG01_07029600",0,0,0,0,0,0,0,0,0,0,0,0,5
"PmUG01_07029700",0,0,16,0,0,0,0,0,0,0,0,0,0
"PmUG01_07029800",0,0,0,0,0,0,5,5,0,0,5,0,0
"PmUG01_07029900",0,3,0,0,0,0,0,0,0,200,6,0,0
"PmUG01_07030000",65,0,18,0,0,0,6,2,3,0,0,6,6
"PmUG01_07030100",4,0,42,2,2,17,0,2,21,1,0,438,20
"PmUG01_07030200",0,0,0,0,0,111,0,0,0,0,0,0,0
"PmUG01_07030300",0,0,0,0,0,0,0,7,0,0,0,0,0
"PmUG01_07030400",0,82,0,0,15,0,1,4,4,6,58,0,23
"PmUG01_07030500",0,0,12,0,0,0,7,2,29,238,0,0,7
"PmUG01_07030600",34,0,27,0,24,0,0,3,53,2,0,46,33
"PmUG01_07030700",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07030800",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07030900",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07031000",0,0,0,0,0,0,1,0,0,0,0,0,1
"PmUG01_07031100",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07031200",0,0,0,0,0,0,0,0,0,0,0,0,0
"PmUG01_07031300",0,0,0,0,0,0,18,0,23,0,0,0,25
